time_step,month,day_type,hour,minutes,passengers_from_trains_15min,background_pedestrians_15min,passengers_expected_15min,people_detected,arriving_trains,departing_trains,minutes_to_next_train,available
17378,7,2,1,30,0.0000,5.6500,5.6500,1,0,0,33,1
17379,7,2,1,45,51.6000,4.9200,56.5200,1,0,0,18,1
17380,7,2,2,0,0.0000,1.4600,1.4600,1,2,2,3,1
17381,7,2,2,15,0.0000,0.6700,0.6700,1,0,0,240,1
17382,7,2,2,30,0.0000,1.2100,1.2100,1,0,0,232,1
17383,7,2,2,45,0.0000,0.9400,0.9400,1,0,0,217,1
17384,7,2,3,0,0.0000,0.0000,0.0000,0,0,0,202,1
17385,7,2,3,15,0.0000,0.0000,0.0000,0,0,0,187,1
17386,7,2,3,30,0.0000,0.0000,0.0000,0,0,0,172,1
17387,7,2,3,45,0.0000,0.0000,0.0000,0,0,0,157,1
17388,7,2,4,0,0.0000,0.0000,0.0000,0,0,0,142,1
17389,7,2,4,15,0.0000,0.0000,0.0000,0,0,0,127,1
17390,7,2,4,30,0.0000,0.0000,0.0000,0,0,0,112,1
17391,7,2,4,45,0.0000,0.0000,0.0000,0,0,0,97,1
17392,7,2,5,0,0.0000,0.0000,0.0000,0,0,0,82,1
17393,7,2,5,15,0.0000,0.0000,0.0000,0,0,0,67,1
17394,7,2,5,30,0.0000,0.0000,0.0000,0,0,0,52,1
17395,7,2,5,45,0.0000,0.0000,0.0000,0,0,0,37,1
17396,7,2,6,0,62.5000,12.5700,75.0700,1,0,0,22,1
17397,7,2,6,15,0.0000,11.1300,11.1300,1,2,2,7,1
17398,7,2,6,30,29.6000,10.5700,40.1700,1,0,0,18,1
17399,7,2,6,45,25.3000,13.4000,38.7000,1,1,1,3,1
17400,7,2,7,0,70.0000,24.6200,94.6200,1,1,1,12,1
17401,7,2,7,15,105.5000,21.8700,127.3700,1,2,2,6,1
17402,7,2,7,30,182.6000,27.1200,209.7200,1,3,3,3,1
17403,7,2,7,45,35.0000,21.6200,56.6200,1,5,5,2,1
17404,7,2,8,0,111.3000,35.8000,147.1000,1,1,1,12,1
17405,7,2,8,15,153.1000,41.2200,194.3200,1,3,3,3,1
17406,7,2,8,30,175.0000,36.7600,211.7600,1,4,4,4,1
17407,7,2,8,45,112.3000,37.9800,150.2800,1,5,5,3,1
17408,7,2,9,0,110.3000,26.4300,136.7300,1,3,3,2,1
17409,7,2,9,15,138.6000,42.6100,181.2100,1,3,3,2,1
17410,7,2,9,30,139.8000,30.8500,170.6500,1,4,4,4,1
17411,7,2,9,45,70.6000,34.7200,105.3200,1,4,4,3,1
17412,7,2,10,0,99.2000,25.9900,125.1900,1,2,2,7,1
17413,7,2,10,15,103.0000,27.4200,130.4200,1,3,3,2,1
17414,7,2,10,30,68.3000,29.8200,98.1200,1,3,3,7,1
17415,7,2,10,45,73.4000,30.1300,103.5300,1,2,2,2,1
17416,7,2,11,0,33.8000,30.2400,64.0400,1,2,2,7,1
17417,7,2,11,15,88.5000,28.4200,116.9200,1,1,1,12,1
17418,7,2,11,30,98.8000,19.6600,118.4600,1,3,3,9,1
17419,7,2,11,45,62.6000,27.8400,90.4400,1,3,3,7,1
17420,7,2,12,0,61.1000,28.8100,89.9100,1,2,2,4,1
17421,7,2,12,15,56.4000,26.1400,82.5400,1,2,2,3,1
17422,7,2,12,30,24.9000,27.2500,52.1500,1,2,2,9,1
17423,7,2,12,45,60.7000,28.2900,88.9900,1,1,1,8,1
17424,7,2,13,0,66.7000,33.4400,100.1400,1,2,2,2,1
17425,7,2,13,15,128.0000,22.9100,150.9100,1,2,2,3,1
17426,7,2,13,30,110.0000,28.9000,138.9000,1,4,4,4,1
17427,7,2,13,45,34.5000,36.7900,71.2900,1,3,3,2,1
17428,7,2,14,0,88.7000,36.3700,125.0700,1,1,1,4,1
17429,7,2,14,15,32.9000,33.8300,66.7300,1,3,3,1,1
17430,7,2,14,30,132.2000,32.4200,164.6200,1,1,1,12,1
17431,7,2,14,45,59.2000,37.4500,96.6500,1,4,4,2,1
17432,7,2,15,0,70.5000,35.4100,105.9100,1,2,2,2,1
17433,7,2,15,15,90.9000,26.9700,117.8700,1,2,2,3,1
17434,7,2,15,30,58.6000,23.5000,82.1000,1,3,3,9,1
17435,7,2,15,45,30.0000,26.3900,56.3900,1,2,2,2,1
17436,7,2,16,0,83.5000,40.2700,123.7700,1,1,1,4,1
17437,7,2,16,15,28.2000,21.0300,49.2300,1,3,3,1,1
17438,7,2,16,30,31.7000,25.5600,57.2600,1,1,1,12,1
17439,7,2,16,45,60.6000,21.6700,82.2700,1,1,1,3,1
17440,7,2,17,0,58.1000,35.6600,93.7600,1,2,2,2,1
17441,7,2,17,15,91.7700,28.6900,120.4600,1,2,2,3,1
17442,7,2,17,30,61.2000,34.4300,95.6300,1,3,3,4,1
17443,7,2,17,45,33.4000,24.7600,58.1600,1,2,2,2,1
17444,7,2,18,0,91.4000,46.4400,137.8400,1,1,1,9,1
17445,7,2,18,15,105.7000,50.2900,155.9900,1,3,3,2,1
17446,7,2,18,30,108.6000,40.0500,148.6500,1,3,3,4,1
17447,7,2,18,45,153.4000,41.6400,195.0400,1,3,3,3,1
17448,7,2,19,0,28.7000,43.9000,72.6000,1,4,4,4,1
17449,7,2,19,15,174.9500,46.2200,221.1700,1,1,1,4,1
17450,7,2,19,30,88.3000,44.7400,133.0400,1,5,5,4,1
17451,7,2,19,45,115.3000,50.1800,165.4800,1,3,3,3,1
17452,7,2,20,0,64.0000,44.4400,108.4400,1,3,3,6,1
17453,7,2,20,15,155.9000,32.9200,188.8200,1,2,2,3,1
17454,7,2,20,30,57.2000,35.7600,92.9600,1,5,5,2,1
17455,7,2,20,45,63.2000,42.5700,105.7700,1,2,2,3,1
17456,7,2,21,0,75.1000,21.6400,96.7400,1,2,2,4,1
17457,7,2,21,15,79.5000,19.3700,98.8700,1,3,3,3,1
17458,7,2,21,30,51.5000,28.4300,79.9300,1,3,3,7,1
17459,7,2,21,45,27.7000,29.5500,57.2500,1,2,2,2,1
17460,7,2,22,0,50.9000,17.8300,68.7300,1,1,1,12,1
17461,7,2,22,15,54.0000,18.2600,72.2600,1,2,2,5,1
17462,7,2,22,30,25.0000,17.7200,42.7200,1,2,2,1,1
17463,7,2,22,45,22.8000,17.4000,40.2000,1,1,1,3,1
17464,7,2,23,0,23.5000,16.5600,40.0600,1,1,1,12,1
17465,7,2,23,15,98.3000,12.3400,110.6400,1,1,1,7,1
17466,7,2,23,30,23.8000,14.4000,38.2000,1,4,4,1,1
17467,7,2,23,45,0.0000,12.9600,12.9600,1,1,1,2,1
17468,7,2,24,0,49.1000,7.0400,56.1400,1,0,0,22,1
17469,7,2,24,15,76.7000,10.1700,86.8700,1,2,2,7,1
17470,7,2,24,30,79.6000,8.3000,87.9000,1,3,3,1,1
17471,7,2,24,45,0.0000,9.2500,9.2500,1,3,3,3,1
17472,7,3,1,0,24.1000,3.8700,27.9700,1,0,0,17,1
17473,7,3,1,15,0.0000,4.4400,4.4400,1,1,1,2,1
17474,7,3,1,30,0.0000,5.5700,5.5700,1,0,0,33,1
17475,7,3,1,45,49.9000,6.9400,56.8400,1,0,0,18,1
17476,7,3,2,0,0.0000,0.7000,0.7000,1,2,2,3,1
17477,7,3,2,15,0.0000,0.9700,0.9700,1,0,0,240,1
17478,7,3,2,30,0.0000,1.0600,1.0600,1,0,0,232,1
17479,7,3,2,45,0.0000,0.9100,0.9100,1,0,0,217,1
17480,7,3,3,0,0.0000,0.0000,0.0000,0,0,0,202,1
17481,7,3,3,15,0.0000,0.0000,0.0000,0,0,0,187,1
17482,7,3,3,30,0.0000,0.0000,0.0000,0,0,0,172,1
17483,7,3,3,45,0.0000,0.0000,0.0000,0,0,0,157,1
17484,7,3,4,0,0.0000,0.0000,0.0000,0,0,0,142,1
17485,7,3,4,15,0.0000,0.0000,0.0000,0,0,0,127,1
17486,7,3,4,30,0.0000,0.0000,0.0000,0,0,0,112,1
17487,7,3,4,45,0.0000,0.0000,0.0000,0,0,0,97,1
17488,7,3,5,0,0.0000,0.0000,0.0000,0,0,0,82,1
17489,7,3,5,15,0.0000,0.0000,0.0000,0,0,0,67,1
17490,7,3,5,30,0.0000,0.0000,0.0000,0,0,0,52,1
17491,7,3,5,45,0.0000,0.0000,0.0000,0,0,0,37,1
17492,7,3,6,0,55.3000,13.2200,68.5200,1,0,0,22,1
17493,7,3,6,15,0.0000,10.6400,10.6400,1,2,2,7,1
17494,7,3,6,30,24.4000,11.4800,35.8800,1,0,0,18,1
17495,7,3,6,45,27.1000,13.4200,40.5200,1,1,1,3,1
17496,7,3,7,0,73.5000,20.5500,94.0500,1,1,1,12,1
17497,7,3,7,15,106.5000,25.2800,131.7800,1,2,2,6,1
17498,7,3,7,30,162.7000,23.2300,185.9300,1,3,3,3,1
17499,7,3,7,45,33.4000,23.9700,57.3700,1,5,5,2,1
17500,7,3,8,0,96.1000,44.4800,140.5800,1,1,1,12,1
17501,7,3,8,15,145.0000,39.3000,184.3000,1,3,3,3,1
17502,7,3,8,30,178.5000,46.1600,224.6600,1,4,4,4,1
17503,7,3,8,45,112.0000,42.6300,154.6300,1,5,5,3,1
17504,7,3,9,0,116.7000,39.1600,155.8600,1,3,3,2,1
17505,7,3,9,15,136.7000,50.7400,187.4400,1,3,3,2,1
17506,7,3,9,30,145.7000,44.1800,189.8800,1,4,4,4,1
17507,7,3,9,45,72.0000,39.9800,111.9800,1,4,4,3,1
17508,7,3,10,0,107.6000,33.8600,141.4600,1,2,2,7,1
17509,7,3,10,15,112.0000,37.9200,149.9200,1,3,3,2,1
17510,7,3,10,30,76.1000,34.7200,110.8200,1,3,3,7,1
17511,7,3,10,45,65.8000,41.3800,107.1800,1,2,2,2,1
17512,7,3,11,0,34.4000,31.9800,66.3800,1,2,2,7,1
17513,7,3,11,15,95.3000,29.6600,124.9600,1,1,1,12,1
17514,7,3,11,30,94.3000,23.2700,117.5700,1,3,3,9,1
17515,7,3,11,45,65.7000,26.7600,92.4600,1,3,3,7,1
17516,7,3,12,0,58.6000,27.8000,86.4000,1,2,2,4,1
17517,7,3,12,15,58.7000,30.3700,89.0700,1,2,2,3,1
17518,7,3,12,30,28.6000,30.1300,58.7300,1,2,2,9,1
17519,7,3,12,45,61.4000,28.2000,89.6000,1,1,1,8,1
17520,7,3,13,0,64.5000,30.5400,95.0400,1,2,2,2,1
17521,7,3,13,15,122.8000,33.2400,156.0400,1,2,2,3,1
17522,7,3,13,30,102.3000,26.1400,128.4400,1,4,4,4,1
17523,7,3,13,45,29.3000,37.6300,66.9300,1,3,3,2,1
17524,7,3,14,0,98.3000,20.7900,119.0900,1,1,1,4,1
17525,7,3,14,15,32.2000,36.5500,68.7500,1,3,3,1,1
17526,7,3,14,30,120.0000,29.8000,149.8000,1,1,1,12,1
17527,7,3,14,45,63.4000,34.5100,97.9100,1,4,4,2,1
17528,7,3,15,0,64.1000,29.0000,93.1000,1,2,2,2,1
17529,7,3,15,15,97.5000,28.9300,126.4300,1,2,2,3,1
17530,7,3,15,30,55.1000,29.7900,84.8900,1,3,3,9,1
17531,7,3,15,45,32.1000,30.8400,62.9400,1,2,2,2,1
17532,7,3,16,0,84.6000,26.1400,110.7400,1,1,1,4,1
17533,7,3,16,15,30.2000,31.7700,61.9700,1,3,3,1,1
17534,7,3,16,30,31.3000,23.0300,54.3300,1,1,1,12,1
17535,7,3,16,45,63.4000,27.4800,90.8800,1,1,1,3,1
17536,7,3,17,0,56.6000,39.3900,95.9900,1,2,2,2,1
17537,7,3,17,15,87.8300,40.2200,128.0500,1,2,2,3,1
17538,7,3,17,30,69.3000,37.4200,106.7200,1,3,3,4,1
17539,7,3,17,45,31.6000,32.9300,64.5300,1,2,2,2,1
17540,7,3,18,0,97.0000,48.2200,145.2200,1,1,1,9,1
17541,7,3,18,15,109.3000,38.2300,147.5300,1,3,3,2,1
17542,7,3,18,30,104.9000,53.6700,158.5700,1,3,3,4,1
17543,7,3,18,45,154.0000,41.9600,195.9600,1,3,3,3,1
17544,7,3,19,0,35.8000,34.6100,70.4100,1,4,4,4,1
17545,7,3,19,15,187.8000,36.9400,224.7400,1,1,1,4,1
17546,7,3,19,30,109.1000,45.2900,154.3900,1,5,5,4,1
17547,7,3,19,45,117.8000,45.9400,163.7400,1,3,3,3,1
17548,7,3,20,0,66.4000,48.5800,114.9800,1,3,3,6,1
17549,7,3,20,15,173.5000,31.6600,205.1600,1,2,2,3,1
17550,7,3,20,30,68.9000,37.7200,106.6200,1,5,5,2,1
17551,7,3,20,45,64.0000,31.5400,95.5400,1,2,2,3,1
17552,7,3,21,0,79.8000,25.4700,105.2700,1,2,2,4,1
17553,7,3,21,15,70.4000,34.4500,104.8500,1,3,3,3,1
17554,7,3,21,30,52.9000,22.8100,75.7100,1,3,3,7,1
17555,7,3,21,45,25.0000,29.9200,54.9200,1,2,2,2,1
17556,7,3,22,0,46.8000,21.1800,67.9800,1,1,1,12,1
17557,7,3,22,15,53.2000,19.9300,73.1300,1,2,2,5,1
17558,7,3,22,30,22.4000,21.5600,43.9600,1,2,2,1,1
17559,7,3,22,45,28.5000,16.5200,45.0200,1,1,1,3,1
17560,7,3,23,0,24.4000,18.7300,43.1300,1,1,1,12,1
17561,7,3,23,15,97.8000,19.3300,117.1300,1,1,1,7,1
17562,7,3,23,30,22.9000,15.1100,38.0100,1,4,4,1,1
17563,7,3,23,45,0.0000,20.4500,20.4500,1,1,1,2,1
17564,7,3,24,0,50.7000,8.4600,59.1600,1,0,0,22,1
17565,7,3,24,15,66.1000,9.5400,75.6400,1,2,2,7,1
17566,7,3,24,30,77.6000,10.9300,88.5300,1,3,3,1,1
17567,7,3,24,45,0.0000,8.3800,8.3800,1,3,3,3,1
17568,7,4,1,0,27.2000,3.9600,31.1600,1,0,0,17,1
17569,7,4,1,15,0.0000,3.7900,3.7900,1,1,1,2,1
17570,7,4,1,30,0.0000,6.5500,6.5500,1,0,0,33,1
17571,7,4,1,45,51.3000,4.6000,55.9000,1,0,0,18,1
17572,7,4,2,0,0.0000,0.9700,0.9700,1,2,2,3,1
17573,7,4,2,15,0.0000,0.8300,0.8300,1,0,0,240,1
17574,7,4,2,30,0.0000,1.1400,1.1400,1,0,0,232,1
17575,7,4,2,45,0.0000,0.8800,0.8800,1,0,0,217,1
17576,7,4,3,0,0.0000,0.0000,0.0000,0,0,0,202,1
17577,7,4,3,15,0.0000,0.0000,0.0000,0,0,0,187,1
17578,7,4,3,30,0.0000,0.0000,0.0000,0,0,0,172,1
17579,7,4,3,45,0.0000,0.0000,0.0000,0,0,0,157,1
17580,7,4,4,0,0.0000,0.0000,0.0000,0,0,0,142,1
17581,7,4,4,15,0.0000,0.0000,0.0000,0,0,0,127,1
17582,7,4,4,30,0.0000,0.0000,0.0000,0,0,0,112,1
17583,7,4,4,45,0.0000,0.0000,0.0000,0,0,0,97,1
17584,7,4,5,0,0.0000,0.0000,0.0000,0,0,0,82,1
17585,7,4,5,15,0.0000,0.0000,0.0000,0,0,0,67,1
17586,7,4,5,30,0.0000,0.0000,0.0000,0,0,0,52,1
17587,7,4,5,45,0.0000,0.0000,0.0000,0,0,0,37,1
17588,7,4,6,0,56.6000,12.7200,69.3200,1,0,0,22,1
17589,7,4,6,15,0.0000,14.3900,14.3900,1,2,2,7,1
17590,7,4,6,30,25.6000,14.5700,40.1700,1,0,0,18,1
17591,7,4,6,45,28.9000,12.4400,41.3400,1,1,1,3,1
17592,7,4,7,0,70.9000,23.4800,94.3800,1,1,1,12,1
17593,7,4,7,15,109.9000,23.6100,133.5100,1,2,2,6,1
17594,7,4,7,30,174.9000,14.8300,189.7300,1,3,3,3,1
17595,7,4,7,45,33.2000,17.1400,50.3400,1,5,5,2,1
17596,7,4,8,0,110.4000,34.1000,144.5000,1,1,1,12,1
17597,7,4,8,15,144.5000,34.3400,178.8400,1,3,3,3,1
17598,7,4,8,30,188.1000,30.7500,218.8500,1,4,4,4,1
17599,7,4,8,45,103.0000,41.7200,144.7200,1,5,5,3,1
17600,7,4,9,0,107.7000,42.5100,150.2100,1,3,3,2,1
17601,7,4,9,15,132.2000,41.1300,173.3300,1,3,3,2,1
17602,7,4,9,30,125.1000,34.4900,159.5900,1,4,4,4,1
17603,7,4,9,45,66.8000,42.2200,109.0200,1,4,4,3,1
17604,7,4,10,0,109.7000,19.6900,129.3900,1,2,2,7,1
17605,7,4,10,15,114.2000,31.7100,145.9100,1,3,3,2,1
17606,7,4,10,30,69.7000,32.8100,102.5100,1,3,3,7,1
17607,7,4,10,45,67.4000,33.6800,101.0800,1,2,2,2,1
17608,7,4,11,0,30.7000,21.0500,51.7500,1,2,2,7,1
17609,7,4,11,15,96.6000,28.4300,125.0300,1,1,1,12,1
17610,7,4,11,30,98.3000,23.2000,121.5000,1,3,3,9,1
17611,7,4,11,45,60.0000,24.1500,84.1500,1,3,3,7,1
17612,7,4,12,0,58.8000,30.4600,89.2600,1,2,2,4,1
17613,7,4,12,15,59.6000,35.8100,95.4100,1,2,2,3,1
17614,7,4,12,30,27.5000,27.7100,55.2100,1,2,2,9,1
17615,7,4,12,45,65.8000,24.1300,89.9300,1,1,1,8,1
17616,7,4,13,0,66.5000,30.8500,97.3500,1,2,2,2,1
17617,7,4,13,15,138.4000,34.2300,172.6300,1,2,2,3,1
17618,7,4,13,30,99.7000,32.7900,132.4900,1,4,4,4,1
17619,7,4,13,45,38.7000,42.3400,81.0400,1,3,3,2,1
17620,7,4,14,0,95.9000,26.7800,122.6800,1,1,1,4,1
17621,7,4,14,15,30.4000,31.1400,61.5400,1,3,3,1,1
17622,7,4,14,30,128.7000,36.9700,165.6700,1,1,1,12,1
17623,7,4,14,45,65.6000,36.6900,102.2900,1,4,4,2,1
17624,7,4,15,0,66.4000,19.4600,85.8600,1,2,2,2,1
17625,7,4,15,15,92.3000,27.4900,119.7900,1,2,2,3,1
17626,7,4,15,30,59.3000,33.6200,92.9200,1,3,3,9,1
17627,7,4,15,45,30.2000,39.4200,69.6200,1,2,2,2,1
17628,7,4,16,0,87.0000,30.4000,117.4000,1,1,1,4,1
17629,7,4,16,15,30.6000,25.9800,56.5800,1,3,3,1,1
17630,7,4,16,30,27.5000,23.3400,50.8400,1,1,1,12,1
17631,7,4,16,45,61.3000,36.6500,97.9500,1,1,1,3,1
17632,7,4,17,0,61.5000,38.8300,100.3300,1,2,2,2,1
17633,7,4,17,15,92.7700,30.5500,123.3200,1,2,2,3,1
17634,7,4,17,30,58.2000,33.9300,92.1300,1,3,3,4,1
17635,7,4,17,45,29.5000,36.6300,66.1300,1,2,2,2,1
17636,7,4,18,0,99.3000,45.9700,145.2700,1,1,1,9,1
17637,7,4,18,15,118.5700,36.7600,155.3300,1,3,3,2,1
17638,7,4,18,30,103.5000,38.5800,142.0800,1,3,3,4,1
17639,7,4,18,45,140.4000,31.9600,172.3600,1,3,3,3,1
17640,7,4,19,0,36.5000,52.0200,88.5200,1,4,4,4,1
17641,7,4,19,15,170.4000,42.6900,213.0900,1,1,1,4,1
17642,7,4,19,30,109.7000,48.1500,157.8500,1,5,5,4,1
17643,7,4,19,45,102.2000,54.6000,156.8000,1,3,3,3,1
17644,7,4,20,0,64.7000,38.7400,103.4400,1,3,3,6,1
17645,7,4,20,15,163.5000,36.8600,200.3600,1,2,2,3,1
17646,7,4,20,30,69.4000,38.5900,107.9900,1,5,5,2,1
17647,7,4,20,45,63.6000,37.8600,101.4600,1,2,2,3,1
17648,7,4,21,0,75.9000,32.6400,108.5400,1,2,2,4,1
17649,7,4,21,15,85.9000,28.7800,114.6800,1,3,3,3,1
17650,7,4,21,30,49.1000,25.2500,74.3500,1,3,3,7,1
17651,7,4,21,45,22.4000,31.8200,54.2200,1,2,2,2,1
17652,7,4,22,0,44.3000,23.6900,67.9900,1,1,1,12,1
17653,7,4,22,15,44.2000,15.9900,60.1900,1,2,2,5,1
17654,7,4,22,30,26.6000,24.6000,51.2000,1,2,2,1,1
17655,7,4,22,45,23.6000,21.0900,44.6900,1,1,1,3,1
17656,7,4,23,0,21.6000,15.6400,37.2400,1,1,1,12,1
17657,7,4,23,15,93.4000,17.2600,110.6600,1,1,1,7,1
17658,7,4,23,30,23.6000,13.7200,37.3200,1,4,4,1,1
17659,7,4,23,45,0.0000,17.1500,17.1500,1,1,1,2,1
17660,7,4,24,0,49.5000,8.4900,57.9900,1,0,0,22,1
17661,7,4,24,15,79.5000,7.0100,86.5100,1,2,2,7,1
17662,7,4,24,30,75.8000,7.6500,83.4500,1,3,3,1,1
17663,7,4,24,45,0.0000,9.7700,9.7700,1,3,3,3,1
17664,7,5,1,0,24.4000,4.2900,28.6900,1,0,0,17,1
17665,7,5,1,15,0.0000,6.2100,6.2100,1,1,1,2,1
17666,7,5,1,30,0.0000,5.8900,5.8900,1,0,0,33,1
17667,7,5,1,45,50.5000,6.0000,56.5000,1,0,0,18,1
17668,7,5,2,0,0.0000,1.0200,1.0200,1,2,2,3,1
17669,7,5,2,15,0.0000,1.0400,1.0400,1,0,0,240,1
17670,7,5,2,30,0.0000,0.8200,0.8200,1,0,0,232,1
17671,7,5,2,45,0.0000,1.1500,1.1500,1,0,0,217,1
17672,7,5,3,0,0.0000,0.0000,0.0000,0,0,0,202,1
17673,7,5,3,15,0.0000,0.0000,0.0000,0,0,0,187,1
17674,7,5,3,30,0.0000,0.0000,0.0000,0,0,0,172,1
17675,7,5,3,45,0.0000,0.0000,0.0000,0,0,0,157,1
17676,7,5,4,0,0.0000,0.0000,0.0000,0,0,0,142,1
17677,7,5,4,15,0.0000,0.0000,0.0000,0,0,0,127,1
17678,7,5,4,30,0.0000,0.0000,0.0000,0,0,0,112,1
17679,7,5,4,45,0.0000,0.0000,0.0000,0,0,0,97,1
17680,7,5,5,0,0.0000,0.0000,0.0000,0,0,0,82,1
17681,7,5,5,15,0.0000,0.0000,0.0000,0,0,0,67,1
17682,7,5,5,30,0.0000,0.0000,0.0000,0,0,0,52,1
17683,7,5,5,45,0.0000,0.0000,0.0000,0,0,0,37,1
17684,7,5,6,0,52.3000,14.6100,66.9100,1,0,0,22,1
17685,7,5,6,15,0.0000,13.7400,13.7400,1,2,2,7,1
17686,7,5,6,30,27.2000,11.4300,38.6300,1,0,0,18,1
17687,7,5,6,45,29.7000,10.7700,40.4700,1,1,1,3,1
17688,7,5,7,0,69.5000,15.4800,84.9800,1,1,1,12,1
17689,7,5,7,15,112.8000,19.8200,132.6200,1,2,2,6,1
17690,7,5,7,30,193.8000,26.0300,219.8300,1,3,3,3,1
17691,7,5,7,45,32.5000,22.3100,54.8100,1,5,5,2,1
17692,7,5,8,0,98.1000,44.0400,142.1400,1,1,1,12,1
17693,7,5,8,15,143.8000,34.0100,177.8100,1,3,3,3,1
17694,7,5,8,30,169.6000,41.4800,211.0800,1,4,4,4,1
17695,7,5,8,45,110.1000,33.4600,143.5600,1,5,5,3,1
17696,7,5,9,0,105.7000,36.3400,142.0400,1,3,3,2,1
17697,7,5,9,15,142.9000,41.8200,184.7200,1,3,3,2,1
17698,7,5,9,30,143.2000,38.2600,181.4600,1,4,4,4,1
17699,7,5,9,45,68.3000,32.6600,100.9600,1,4,4,3,1
17700,7,5,10,0,109.4000,31.6100,141.0100,1,2,2,7,1
17701,7,5,10,15,98.6000,33.0200,131.6200,1,3,3,2,1
17702,7,5,10,30,74.1000,38.6800,112.7800,1,3,3,7,1
17703,7,5,10,45,61.8000,37.0700,98.8700,1,2,2,2,1
17704,7,5,11,0,31.4000,32.5300,63.9300,1,2,2,7,1
17705,7,5,11,15,96.3000,30.4700,126.7700,1,1,1,12,1
17706,7,5,11,30,85.4000,28.8700,114.2700,1,3,3,9,1
17707,7,5,11,45,59.8000,22.4300,82.2300,1,3,3,7,1
17708,7,5,12,0,64.0000,28.1200,92.1200,1,2,2,4,1
17709,7,5,12,15,60.1000,29.9600,90.0600,1,2,2,3,1
17710,7,5,12,30,31.4000,33.5100,64.9100,1,2,2,9,1
17711,7,5,12,45,65.6000,30.3300,95.9300,1,1,1,8,1
17712,7,5,13,0,65.7000,35.5800,101.2800,1,2,2,2,1
17713,7,5,13,15,120.7000,25.3600,146.0600,1,2,2,3,1
17714,7,5,13,30,92.7000,28.5300,121.2300,1,4,4,4,1
17715,7,5,13,45,32.8000,31.9300,64.7300,1,3,3,2,1
17716,7,5,14,0,92.7000,35.2200,127.9200,1,1,1,4,1
17717,7,5,14,15,34.7000,29.3500,64.0500,1,3,3,1,1
17718,7,5,14,30,120.8000,29.6300,150.4300,1,1,1,12,1
17719,7,5,14,45,65.1000,33.0900,98.1900,1,4,4,2,1
17720,7,5,15,0,56.0000,22.8600,78.8600,1,2,2,2,1
17721,7,5,15,15,87.1000,34.1300,121.2300,1,2,2,3,1
17722,7,5,15,30,58.2000,23.8700,82.0700,1,3,3,9,1
17723,7,5,15,45,32.2000,19.5900,51.7900,1,2,2,2,1
17724,7,5,16,0,83.7000,27.5400,111.2400,1,1,1,4,1
17725,7,5,16,15,31.4000,34.5100,65.9100,1,3,3,1,1
17726,7,5,16,30,31.7000,29.9200,61.6200,1,1,1,12,1
17727,7,5,16,45,50.3000,30.6000,80.9000,1,1,1,3,1
17728,7,5,17,0,58.1000,35.2200,93.3200,1,2,2,2,1
17729,7,5,17,15,98.0000,34.2000,132.2000,1,2,2,3,1
17730,7,5,17,30,62.7000,26.8900,89.5900,1,3,3,4,1
17731,7,5,17,45,27.2000,23.1400,50.3400,1,2,2,2,1
17732,7,5,18,0,99.3000,43.7500,143.0500,1,1,1,9,1
17733,7,5,18,15,104.0700,50.8700,154.9400,1,3,3,2,1
17734,7,5,18,30,105.4000,44.6900,150.0900,1,3,3,4,1
17735,7,5,18,45,154.0000,46.4800,200.4800,1,3,3,3,1
17736,7,5,19,0,39.2000,55.6900,94.8900,1,4,4,4,1
17737,7,5,19,15,173.5500,47.2200,220.7700,1,1,1,4,1
17738,7,5,19,30,104.3000,44.1700,148.4700,1,5,5,4,1
17739,7,5,19,45,111.0000,39.4700,150.4700,1,3,3,3,1
17740,7,5,20,0,65.1000,48.8700,113.9700,1,3,3,6,1
17741,7,5,20,15,138.6000,40.4600,179.0600,1,2,2,3,1
17742,7,5,20,30,54.6000,32.1900,86.7900,1,5,5,2,1
17743,7,5,20,45,62.6000,30.9100,93.5100,1,2,2,3,1
17744,7,5,21,0,71.0000,32.6700,103.6700,1,2,2,4,1
17745,7,5,21,15,80.8000,23.2200,104.0200,1,3,3,3,1
17746,7,5,21,30,50.1000,35.1500,85.2500,1,3,3,7,1
17747,7,5,21,45,26.1000,16.1300,42.2300,1,2,2,2,1
17748,7,5,22,0,50.8000,24.2700,75.0700,1,1,1,12,1
17749,7,5,22,15,51.2000,21.4600,72.6600,1,2,2,5,1
17750,7,5,22,30,27.0000,20.3600,47.3600,1,2,2,1,1
17751,7,5,22,45,23.2000,19.4700,42.6700,1,1,1,3,1
17752,7,5,23,0,26.3000,19.2500,45.5500,1,1,1,12,1
17753,7,5,23,15,94.1000,16.5900,110.6900,1,1,1,7,1
17754,7,5,23,30,24.2000,12.9700,37.1700,1,4,4,1,1
17755,7,5,23,45,0.0000,11.1300,11.1300,1,1,1,2,1
17756,7,5,24,0,46.6000,9.2400,55.8400,1,0,0,22,1
17757,7,5,24,15,73.6000,9.0000,82.6000,1,2,2,7,1
17758,7,5,24,30,70.5000,6.9500,77.4500,1,3,3,1,1
17759,7,5,24,45,0.0000,8.9300,8.9300,1,3,3,3,1
17760,7,6,1,0,20.0000,3.4300,23.4300,1,0,0,17,1
17761,7,6,1,15,0.0000,3.7600,3.7600,1,1,1,2,1
17762,7,6,1,30,0.0000,4.1600,4.1600,1,0,0,33,1
17763,7,6,1,45,48.5000,4.5900,53.0900,1,0,0,18,1
