Outdoor Drybulb Temperature [C],Outdoor Relative Humidity [%],Diffuse Solar Radiation [W/m2],Direct Solar Radiation [W/m2],6h Prediction Outdoor Drybulb Temperature [C],12h Prediction Outdoor Drybulb Temperature [C],24h Prediction Outdoor Drybulb Temperature [C],6h Prediction Outdoor Relative Humidity [%],12h Prediction Outdoor Relative Humidity [%],24h Prediction Outdoor Relative Humidity [%],6h Prediction Diffuse Solar Radiation [W/m2],12h Prediction Diffuse Solar Radiation [W/m2],24h Prediction Diffuse Solar Radiation [W/m2],6h Prediction Direct Solar Radiation [W/m2],12h Prediction Direct Solar Radiation [W/m2],24h Prediction Direct Solar Radiation [W/m2]
23.62,66.00,0.00,0.00,21.86,30.72,23.83,72.21,41.76,76.85,41.01,267.74,0.00,53.99,603.03,0.00
23.02,68.50,0.00,0.00,22.71,32.09,23.09,69.49,38.54,78.56,119.29,268.93,0.00,293.61,623.69,0.00
22.43,70.62,0.00,0.00,24.83,33.17,21.10,62.38,37.69,89.39,165.12,297.98,0.00,484.67,570.35,0.00
22.01,71.00,0.00,0.00,26.79,33.48,22.19,55.66,38.68,81.39,191.75,251.32,0.00,620.31,540.14,0.00
21.71,71.62,0.00,0.00,28.27,32.81,20.03,49.65,41.74,93.21,240.59,178.94,0.00,617.44,485.73,0.00
21.48,74.50,0.00,0.00,30.08,31.85,21.68,43.15,45.20,81.12,283.99,114.93,0.00,628.58,380.90,0.00
21.65,73.50,40.31,53.06,31.00,31.46,20.60,40.94,46.81,89.70,273.47,55.43,40.45,615.92,225.30,59.82
22.93,68.25,121.50,299.06,32.11,29.70,22.97,38.46,52.77,77.92,269.50,3.99,129.83,625.00,16.03,353.14
24.73,62.88,163.81,480.81,32.89,28.33,24.33,38.47,59.28,73.53,292.27,0.00,184.13,559.43,0.00,489.70
26.59,56.62,188.56,610.00,33.15,26.90,24.57,39.65,67.61,70.20,245.60,0.00,211.31,527.85,0.00,499.12
28.43,49.00,243.81,625.69,32.72,25.57,26.17,42.00,72.00,60.46,177.88,0.00,258.14,482.83,0.00,512.19
29.98,43.50,281.75,623.62,31.90,24.56,28.65,45.04,74.52,51.29,115.34,0.00,337.23,382.26,0.00,539.99
31.25,40.12,279.19,628.81,31.13,23.95,28.86,47.97,76.17,50.47,54.18,0.00,322.72,220.25,0.00,541.86
32.14,38.38,270.06,626.31,29.60,23.11,29.98,53.14,78.41,44.60,3.97,0.00,302.12,15.92,0.00,610.53
32.65,39.25,286.56,548.50,28.32,21.66,31.27,59.33,86.07,39.99,0.00,0.00,257.16,0.00,0.00,665.23
32.86,40.62,239.88,515.56,27.10,21.80,32.01,66.68,83.82,38.10,0.00,0.00,200.13,0.00,0.00,715.02
32.65,42.25,176.81,479.94,25.91,20.48,31.10,70.31,90.41,41.06,0.00,0.00,131.53,0.00,0.00,658.47
31.94,44.88,115.75,383.62,24.86,21.04,30.40,73.01,85.18,42.94,0.00,0.00,94.98,0.00,0.00,524.68
30.85,49.12,52.94,215.19,24.02,20.57,28.49,75.84,89.85,50.40,0.00,40.38,50.42,0.00,59.72,275.41
29.52,53.50,3.94,15.81,23.13,22.34,27.29,78.33,81.77,55.08,0.00,124.48,4.07,0.00,338.57,20.32
28.31,59.38,0.00,0.00,21.94,23.88,25.70,84.41,76.08,60.16,0.00,178.54,0.00,0.00,474.82,0.00
27.27,65.75,0.00,0.00,21.60,24.88,25.26,85.04,68.72,60.73,0.00,216.16,0.00,0.00,510.56,0.00
26.21,68.62,0.00,0.00,20.70,26.43,25.29,89.02,59.35,59.36,0.00,263.22,0.00,0.00,522.29,0.00
25.11,71.50,0.00,0.00,20.72,28.29,24.74,87.22,52.71,61.14,0.00,328.87,0.00,0.00,526.59,0.00
24.07,75.50,0.00,0.00,20.56,28.94,22.48,89.92,50.17,75.15,40.34,324.64,0.00,59.67,545.09,0.00
23.14,78.25,0.00,0.00,22.03,29.94,23.79,83.69,44.74,70.43,121.80,301.18,0.00,331.29,608.64,0.00
22.18,82.75,0.00,0.00,23.65,30.88,21.47,77.35,41.19,84.57,175.74,250.30,0.00,467.38,647.49,0.00
21.43,86.25,0.00,0.00,25.03,31.36,21.50,67.99,40.05,86.44,218.58,191.63,0.00,516.28,684.64,0.00
20.89,87.62,0.00,0.00,26.57,30.85,22.09,58.80,41.84,82.01,265.77,129.21,0.00,527.33,646.83,0.00
20.45,89.25,0.00,0.00,28.11,30.19,22.48,53.41,43.60,80.52,324.68,93.61,0.00,519.89,517.15,0.00
20.55,90.00,40.31,59.62,28.98,28.73,22.38,50.03,49.57,81.18,325.60,51.31,41.77,546.70,280.24,78.69
21.76,85.62,119.12,324.00,29.92,27.50,23.68,44.81,54.29,75.45,300.72,4.13,111.26,607.69,20.63,437.36
23.46,78.62,172.94,459.94,30.68,26.19,26.07,41.78,58.21,66.21,246.87,0.00,133.76,638.62,0.00,684.07
25.16,67.25,221.00,522.00,31.04,25.48,27.92,41.02,59.80,56.70,187.37,0.00,162.27,669.44,0.00,768.36
26.68,58.25,268.31,532.38,30.72,25.00,28.91,42.23,60.62,52.11,128.04,0.00,198.78,641.01,0.00,732.45
27.95,54.12,320.50,513.19,30.09,24.27,30.84,43.92,63.32,45.35,92.93,0.00,220.79,513.38,0.00,774.66
29.02,49.88,326.56,548.31,28.85,22.85,31.45,49.16,73.27,44.41,51.75,0.00,217.95,282.65,0.00,738.93
29.90,44.88,300.25,606.75,27.60,23.18,32.70,53.89,73.77,42.26,4.16,0.00,213.65,20.79,0.00,751.77
30.51,42.38,243.44,629.75,26.43,21.79,34.51,57.23,82.72,38.65,0.00,0.00,202.03,0.00,0.00,819.38
30.76,42.00,183.12,654.25,25.59,21.61,33.72,59.34,85.78,41.56,0.00,0.00,154.12,0.00,0.00,739.24
30.61,42.62,126.88,635.19,24.86,21.74,33.26,61.25,84.19,41.36,0.00,0.00,126.63,0.00,0.00,638.74
30.00,44.25,92.25,509.62,24.04,21.81,31.68,64.41,84.82,44.28,0.00,0.00,88.74,0.00,0.00,461.91
28.95,48.75,52.19,285.06,23.03,21.85,31.20,72.32,84.53,45.13,0.00,40.29,52.19,0.00,75.91,249.32
27.69,53.50,4.19,20.94,22.88,23.20,29.03,75.45,78.22,50.03,0.00,107.69,3.76,0.00,423.33,16.97
26.64,56.25,0.00,0.00,21.95,25.41,28.29,81.80,69.61,53.38,0.00,128.07,0.00,0.00,654.98,0.00
25.68,58.88,0.00,0.00,21.66,27.33,27.30,85.45,59.29,57.59,0.00,156.01,0.00,0.00,738.71,0.00
24.74,61.88,0.00,0.00,21.56,28.76,25.54,85.29,52.68,64.21,0.00,196.70,0.00,0.00,724.79,0.00
23.84,65.50,0.00,0.00,21.47,30.56,24.72,86.97,46.30,69.88,0.00,216.52,0.00,0.00,759.67,0.00
23.19,71.38,0.00,0.00,21.58,31.55,25.37,86.21,44.08,67.70,39.55,219.63,0.00,74.51,744.62,0.00
22.62,77.12,0.00,0.00,22.96,32.68,22.45,79.61,42.32,83.53,105.90,213.36,0.00,416.32,750.73,0.00
22.09,80.88,0.00,0.00,25.09,33.86,23.15,71.30,40.63,77.42,125.22,193.42,0.00,640.43,784.47,0.00
21.71,85.12,0.00,0.00,27.04,33.59,23.14,60.59,41.97,74.41,152.88,152.65,0.00,723.89,732.22,0.00
21.41,86.38,0.00,0.00,28.68,33.25,21.89,52.97,41.37,82.11,195.66,126.60,0.00,720.95,638.56,0.00
21.18,89.12,0.00,0.00,30.42,32.12,20.06,46.77,42.95,95.52,214.39,91.78,0.00,752.18,477.71,0.00
21.35,87.88,38.81,73.12,31.60,31.30,21.72,43.92,44.81,86.25,220.47,52.57,37.91,747.47,251.10,40.29
22.75,81.00,104.12,409.31,32.67,29.54,22.81,42.35,48.32,81.57,213.21,3.91,126.15,750.21,17.64,254.77
24.81,73.00,122.38,625.88,33.53,28.56,24.27,41.63,52.38,77.35,189.11,0.00,183.31,767.02,0.00,468.12
26.79,61.88,149.75,709.06,33.52,27.51,25.43,42.17,56.74,70.67,151.92,0.00,238.40,728.70,0.00,494.59
28.62,53.25,194.62,717.12,33.25,26.09,27.48,41.37,61.86,60.68,126.58,0.00,278.16,638.47,0.00,604.68
30.30,47.25,212.25,744.69,32.35,25.13,27.31,42.29,67.94,63.46,93.29,0.00,301.57,485.60,0.00,505.42
31.65,43.75,221.31,750.31,31.35,24.94,29.40,44.66,69.91,58.64,52.75,0.00,337.48,251.99,0.00,512.31
32.66,42.38,213.06,749.69,29.80,23.03,31.11,47.47,80.32,53.83,3.99,0.00,354.91,17.98,0.00,533.38
33.25,42.62,184.81,749.56,28.69,22.85,29.25,51.88,79.15,64.53,0.00,0.00,271.24,0.00,0.00,463.57
33.46,42.38,151.19,725.19,27.62,22.49,31.92,56.31,78.21,51.89,0.00,0.00,278.64,0.00,0.00,512.27
33.25,41.38,126.56,638.38,26.37,21.60,30.92,60.68,83.93,54.22,0.00,0.00,191.01,0.00,0.00,486.98
32.54,41.62,94.81,493.50,25.33,20.50,29.25,66.97,92.70,58.25,0.00,0.00,106.65,0.00,0.00,415.14
31.39,44.50,52.94,252.88,24.72,21.31,29.48,71.01,88.93,54.58,0.00,36.86,52.52,0.00,39.18,281.29
30.02,46.62,4.06,18.31,23.32,22.33,26.79,78.72,84.59,64.69,0.00,122.08,3.68,0.00,246.54,18.78
28.81,51.38,0.00,0.00,22.70,23.88,26.05,80.02,79.61,69.93,0.00,178.50,0.00,0.00,455.84,0.00
27.71,55.88,0.00,0.00,22.17,25.31,25.36,80.10,71.27,75.83,0.00,236.42,0.00,0.00,490.48,0.00
26.61,59.50,0.00,0.00,21.45,27.13,24.03,84.84,62.28,85.32,0.00,271.52,0.00,0.00,590.24,0.00
25.51,66.00,0.00,0.00,20.72,27.78,24.92,91.29,61.48,80.06,0.00,312.31,0.00,0.00,523.43,0.00
24.54,72.12,0.00,0.00,21.11,29.33,23.10,90.28,58.95,90.34,36.34,335.77,0.00,38.62,509.71,0.00
23.57,77.12,0.00,0.00,22.09,30.52,24.48,86.11,56.29,83.11,120.04,341.20,0.00,242.43,512.78,0.00
22.57,80.88,0.00,0.00,23.69,29.87,24.19,80.75,61.89,88.25,176.09,284.49,0.00,449.70,486.22,0.00
21.89,82.00,0.00,0.00,25.25,31.23,23.31,71.58,54.70,92.86,235.43,266.26,0.00,488.43,489.51,0.00
21.32,85.75,0.00,0.00,26.95,30.63,22.59,63.08,55.42,96.42,268.20,187.13,0.00,583.03,477.08,0.00
20.91,89.88,0.00,0.00,28.01,29.48,21.85,60.49,57.31,100.00,317.69,108.48,0.00,532.43,422.26,0.00
20.93,91.62,35.81,38.06,29.29,29.08,23.25,59.10,56.23,95.57,334.91,51.11,31.08,508.42,273.70,0.56
21.88,87.62,118.00,238.31,30.23,27.15,24.97,57.52,63.10,88.36,334.35,3.78,106.28,502.49,19.30,2.46
23.52,81.88,173.69,443.56,30.18,26.31,24.79,60.57,68.66,90.59,291.12,0.00,111.25,497.55,0.00,0.21
25.20,71.88,234.44,486.38,30.89,25.62,24.63,56.10,74.47,89.25,260.07,0.00,120.77,478.13,0.00,5.25
26.80,63.88,264.88,575.81,30.48,24.62,24.79,56.02,82.03,89.04,185.19,0.00,224.39,472.14,0.00,19.65
28.21,59.50,323.06,541.44,29.60,24.68,24.23,56.85,81.47,95.34,109.40,0.00,113.98,425.82,0.00,4.17
29.26,59.25,334.06,507.12,28.88,23.57,26.29,57.06,87.48,80.52,50.40,0.00,298.22,269.91,0.00,61.22
29.98,58.75,327.50,492.19,27.33,24.08,26.02,62.30,85.61,86.19,3.83,0.00,361.22,19.55,0.00,226.21
30.45,59.25,297.75,508.88,26.45,23.82,27.81,68.02,90.69,82.28,0.00,0.00,354.26,0.00,0.00,326.76
30.60,57.50,253.88,466.75,25.75,23.29,27.97,73.80,92.99,75.56,0.00,0.00,232.77,0.00,0.00,456.38
30.35,56.62,183.25,467.19,24.91,22.87,28.53,80.39,94.52,76.92,0.00,0.00,214.57,0.00,0.00,285.45
29.70,56.38,110.31,429.38,24.56,22.47,28.26,82.18,99.07,75.25,0.00,0.00,114.52,0.00,0.00,284.06
28.71,57.88,49.69,266.12,23.81,23.22,29.34,86.05,95.79,64.21,0.00,31.01,57.97,0.00,0.56,115.94
27.49,61.50,3.88,19.81,23.88,24.33,29.03,86.87,92.81,63.81,0.00,101.83,4.43,0.00,2.35,7.94
26.56,67.38,0.00,0.00,23.64,24.22,26.44,91.90,94.61,74.92,0.00,107.07,0.00,0.00,0.20,0.00
25.86,73.12,0.00,0.00,23.28,24.37,28.32,93.06,91.00,65.38,0.00,118.57,0.00,0.00,5.16,0.00
25.16,78.75,0.00,0.00,23.02,25.00,26.64,93.57,87.77,74.10,0.00,227.79,0.00,0.00,19.95,0.00
24.46,82.88,0.00,0.00,22.78,24.75,25.72,96.98,92.04,75.60,0.00,118.55,0.00,0.00,4.33,0.00
24.01,84.62,0.00,0.00,23.20,25.94,24.05,95.89,82.64,83.32,30.97,291.14,0.00,0.56,59.76,0.00
23.71,88.12,0.00,0.00,24.01,26.46,24.95,95.03,83.59,76.40,99.60,373.58,0.00,2.30,233.95,0.00
23.48,93.12,0.00,0.00,23.93,27.92,23.15,96.61,81.64,82.44,104.97,357.10,0.00,0.19,329.38,0.00
23.27,93.12,0.00,0.00,24.23,28.48,21.96,91.88,72.97,87.90,117.48,242.01,0.00,5.11,474.50,0.00
23.14,92.62,0.00,0.00,25.10,28.93,22.40,87.14,74.84,83.57,229.49,221.10,0.00,20.10,294.13,0.00
23.04,94.88,0.00,0.00,25.01,28.87,23.34,90.40,72.25,75.99,120.84,119.95,0.00,4.42,297.53,0.00
23.19,96.00,30.94,0.56,25.77,29.22,21.66,83.69,64.73,88.29,287.60,57.52,34.26,59.04,115.03,65.64
23.74,97.25,97.38,2.25,26.69,28.73,24.24,82.30,65.22,78.13,379.76,4.34,109.18,237.82,7.78,406.51
23.69,98.62,102.88,0.19,27.97,27.12,24.78,81.32,71.59,78.78,358.52,0.00,122.76,330.69,0.00,560.92
24.12,92.75,116.38,5.06,28.74,27.67,26.94,71.67,68.75,66.53,246.63,0.00,175.79,483.56,0.00,625.20
25.19,86.50,231.19,20.25,29.13,26.53,29.82,73.79,74.68,56.51,224.36,0.00,223.71,298.47,0.00,730.45
25.23,88.75,123.12,4.50,29.17,25.74,29.70,70.75,75.49,59.10,122.66,0.00,219.73,304.26,0.00,662.82
25.62,84.75,284.06,58.31,29.17,24.57,31.43,64.99,80.41,51.42,57.29,0.00,236.04,114.58,0.00,690.80
26.88,81.00,385.94,241.69,28.59,24.61,34.02,65.92,78.33,41.96,4.29,0.00,256.69,7.70,0.00,774.95
28.02,81.00,359.94,332.00,27.47,23.33,33.57,69.92,81.41,44.86,0.00,0.00,204.40,0.00,0.00,729.24
28.96,70.38,251.25,492.62,27.34,22.47,34.72,70.44,84.89,41.47,0.00,0.00,160.90,0.00,0.00,791.22
29.30,72.75,227.62,302.81,26.48,22.45,34.11,74.96,83.28,44.82,0.00,0.00,115.61,0.00,0.00,718.95
29.43,69.25,125.38,311.00,25.75,22.70,31.70,75.43,79.80,54.42,0.00,0.00,74.55,0.00,0.00,517.08
29.12,65.25,57.06,114.12,24.83,21.97,31.37,78.95,86.46,56.24,0.00,35.03,42.62,0.00,67.13,318.19
28.46,66.62,4.25,7.62,24.44,23.86,31.31,79.29,80.32,56.33,0.00,106.44,3.60,0.00,396.28,25.77
27.76,68.25,0.00,0.00,23.42,25.10,28.52,80.89,77.08,71.98,0.00,125.66,0.00,0.00,574.18,0.00
27.06,72.12,0.00,0.00,22.73,27.09,28.54,83.39,65.83,72.22,0.00,177.74,0.00,0.00,632.13,0.00
26.43,75.25,0.00,0.00,22.47,29.38,26.28,83.14,58.45,81.53,0.00,216.98,0.00,0.00,708.47,0.00
25.76,75.38,0.00,0.00,22.38,30.13,25.10,81.71,57.36,84.90,0.00,227.06,0.00,0.00,684.91,0.00
25.06,77.50,0.00,0.00,22.12,31.65,26.53,85.54,50.65,74.31,35.42,239.80,0.00,67.88,701.80,0.00
24.30,80.25,0.00,0.00,23.68,33.39,26.03,81.41,44.04,73.12,105.06,246.06,0.00,391.17,742.88,0.00
23.50,80.38,0.00,0.00,25.25,33.46,24.78,76.23,45.24,76.06,127.11,202.73,0.00,580.81,723.27,0.00
22.95,81.88,0.00,0.00,27.16,34.12,23.78,65.47,43.42,83.05,178.72,154.51,0.00,635.60,759.80,0.00
22.49,83.00,0.00,0.00,29.15,33.72,24.40,59.41,46.16,81.48,213.61,112.53,0.00,697.49,699.76,0.00
22.11,83.62,0.00,0.00,30.35,32.19,23.35,56.49,52.65,88.96,230.72,77.33,0.00,695.95,536.42,0.00
22.25,84.62,35.81,68.62,31.76,31.43,23.83,50.27,55.99,84.62,241.68,42.81,35.13,707.31,319.59,82.51
23.52,82.50,103.69,386.06,33.07,30.69,24.53,45.08,59.04,82.98,240.75,3.46,88.61,726.85,24.73,445.55
25.39,75.38,128.56,587.44,33.40,28.82,27.55,45.43,70.49,68.38,201.90,0.00,84.88,720.29,0.00,757.63
27.23,65.12,179.69,639.06,33.82,28.39,29.49,44.40,73.05,58.41,151.31,0.00,111.24,744.09,0.00,821.98
28.96,60.38,210.25,686.50,33.52,26.83,31.01,46.83,78.58,52.67,110.98,0.00,137.99,690.16,0.00,828.83
30.54,55.62,234.38,707.00,32.43,25.80,33.28,51.76,81.07,46.44,78.73,0.00,167.69,546.08,0.00,879.37
31.85,49.88,243.56,712.81,31.46,26.15,33.73,55.87,76.46,46.53,42.91,0.00,169.40,320.30,0.00,822.10
32.80,46.12,235.44,710.81,30.38,25.62,33.64,60.39,75.44,46.82,3.38,0.00,154.60,24.21,0.00,750.64
33.35,45.62,201.06,717.31,28.97,24.70,34.63,69.74,76.53,43.78,0.00,0.00,133.42,0.00,0.00,778.40
33.56,45.38,148.12,728.38,28.31,24.03,36.23,73.47,81.59,38.69,0.00,0.00,118.26,0.00,0.00,840.39
33.35,47.50,109.44,680.56,27.11,24.20,34.69,77.10,82.68,42.26,0.00,0.00,82.61,0.00,0.00,706.08
32.64,50.88,80.12,555.75,26.14,23.57,33.78,79.16,87.61,44.38,0.00,0.00,62.49,0.00,0.00,565.84
31.49,55.75,43.00,321.00,25.95,23.89,33.94,77.54,84.25,44.48,0.00,35.28,37.47,0.00,82.88,370.20
30.12,61.75,3.31,23.69,25.41,24.96,32.70,76.59,80.61,48.72,0.00,91.46,2.93,0.00,459.87,27.49
29.10,69.00,0.00,0.00,24.66,27.42,32.48,76.77,69.07,51.11,0.00,84.07,0.00,0.00,750.34,0.00
28.24,73.88,0.00,0.00,24.16,29.34,31.67,80.85,59.08,53.71,0.00,110.03,0.00,0.00,812.99,0.00
27.34,75.62,0.00,0.00,24.10,30.99,29.44,83.28,52.77,60.77,0.00,137.72,0.00,0.00,827.16,0.00
26.44,77.25,0.00,0.00,23.68,32.90,28.47,86.93,47.78,64.83,0.00,163.34,0.00,0.00,856.59,0.00
25.79,78.62,0.00,0.00,23.92,33.79,26.75,84.07,46.33,75.82,35.36,170.17,0.00,83.07,825.83,0.00
25.23,77.75,0.00,0.00,25.17,34.24,27.30,79.43,44.97,70.56,92.89,161.86,0.00,467.03,785.88,0.00
24.62,77.00,0.00,0.00,27.35,35.03,26.56,69.41,42.58,72.67,83.66,137.52,0.00,746.70,802.32,0.00
24.27,80.12,0.00,0.00,29.26,35.93,26.09,59.42,39.53,77.72,109.42,115.88,0.00,808.49,823.47,0.00
24.01,83.88,0.00,0.00,30.97,35.08,25.48,52.83,41.13,82.48,137.58,85.09,0.00,826.33,727.23,0.00
23.77,86.25,0.00,0.00,32.70,34.31,25.80,48.45,42.81,82.04,161.17,65.06,0.00,845.20,589.04,0.00
23.95,83.88,35.44,83.25,33.82,33.84,26.17,46.22,44.80,80.52,170.56,37.20,38.32,827.69,367.60,86.53
25.35,78.25,94.31,474.19,34.54,32.59,26.63,44.05,49.11,81.86,165.49,2.90,98.46,803.50,27.27,469.57
27.29,69.75,83.25,743.06,35.24,31.94,28.25,41.98,53.24,75.67,139.57,0.00,88.44,814.29,0.00,743.58
29.19,59.75,108.81,804.00,35.79,31.08,30.57,39.96,56.17,62.97,114.69,0.00,104.12,815.02,0.00,866.61
30.96,52.88,137.44,825.50,35.28,29.57,32.52,40.57,60.19,55.45,86.32,0.00,128.18,737.80,0.00,920.34
32.54,49.12,159.00,833.81,34.57,28.66,32.16,42.03,63.98,57.65,66.34,0.00,128.71,600.65,0.00,819.39
33.85,46.12,170.94,829.56,33.79,27.40,34.28,44.96,72.60,49.17,37.07,0.00,148.62,366.30,0.00,876.64
34.80,43.12,169.12,821.12,32.54,27.21,34.73,49.30,70.97,45.47,2.89,0.00,139.78,27.17,0.00,841.46
35.41,41.38,141.62,826.25,31.67,26.43,36.54,54.31,73.39,38.08,0.00,0.00,138.20,0.00,0.00,904.78
35.66,40.38,113.50,806.56,30.79,25.92,36.58,57.39,78.73,38.45,0.00,0.00,116.41,0.00,0.00,855.34
35.45,40.00,87.56,748.38,29.64,25.41,34.53,59.91,82.86,44.57,0.00,0.00,89.01,0.00,0.00,656.07
34.80,41.25,67.62,612.25,28.76,25.39,35.72,63.55,84.58,40.31,0.00,0.00,77.98,0.00,0.00,591.99
33.75,45.12,36.94,365.00,27.72,25.64,33.51,70.99,83.82,45.55,0.00,36.97,39.13,0.00,83.49,289.19
32.49,49.50,2.88,27.06,27.17,26.49,32.05,71.17,82.68,49.61,0.00,97.51,2.80,0.00,465.03,20.58
31.44,55.38,0.00,0.00,26.36,28.18,32.30,73.76,76.02,49.52,0.00,88.03,0.00,0.00,740.14,0.00
30.54,58.62,0.00,0.00,25.83,30.24,30.95,79.24,64.54,54.59,0.00,101.75,0.00,0.00,846.90,0.00
29.70,59.62,0.00,0.00,25.38,32.04,30.65,83.06,57.47,55.42,0.00,124.09,0.00,0.00,890.98,0.00
28.84,63.12,0.00,0.00,25.19,32.60,28.42,85.85,55.95,62.58,0.00,133.01,0.00,0.00,846.75,0.00
28.00,69.38,0.00,0.00,25.38,34.23,28.29,85.47,49.33,64.98,36.29,148.12,0.00,81.96,873.70,0.00
27.14,71.38,0.00,0.00,26.42,34.92,26.81,83.09,44.86,71.23,97.04,141.76,0.00,462.77,853.42,0.00
26.30,74.12,0.00,0.00,28.15,36.08,24.53,76.20,39.41,80.11,87.82,133.95,0.00,738.41,876.92,0.00
25.75,79.75,0.00,0.00,30.07,36.21,24.37,65.33,39.53,78.46,100.56,113.45,0.00,837.05,833.64,0.00
25.35,83.25,0.00,0.00,31.80,35.14,24.42,58.49,42.78,77.18,122.04,93.26,0.00,876.30,687.35,0.00
25.01,87.12,0.00,0.00,32.82,35.40,24.65,55.10,41.28,74.07,135.16,76.27,0.00,860.44,579.03,0.00
25.15,87.12,35.62,80.44,34.21,33.82,22.55,49.42,44.58,87.36,147.87,40.04,32.70,872.22,295.87,67.87
26.36,83.50,96.56,460.50,35.02,32.51,25.03,44.56,48.06,76.26,142.76,2.90,103.78,859.40,21.32,435.28
28.12,76.38,87.62,736.69,35.85,32.08,26.92,40.08,50.32,69.78,131.82,0.00,100.02,862.99,0.00,723.82
29.93,66.12,99.38,827.19,36.02,30.91,29.00,40.08,54.74,58.94,111.98,0.00,123.72,822.79,0.00,827.49
31.60,59.50,120.00,861.62,35.45,30.22,30.58,41.89,57.27,50.59,95.38,0.00,149.91,702.98,0.00,849.65
33.01,54.25,137.31,874.12,35.24,28.60,32.30,41.77,61.79,45.20,75.41,0.00,170.90,572.54,0.00,880.25
34.19,49.50,147.62,870.75,33.98,27.99,33.99,44.10,66.43,42.47,40.49,0.00,191.81,299.22,0.00,902.04
35.10,44.25,143.75,865.38,32.75,26.67,34.44,47.28,71.93,40.37,2.95,0.00,182.90,21.69,0.00,868.99
35.65,40.75,129.69,849.06,31.97,24.95,34.21,50.72,77.80,42.36,0.00,0.00,150.42,0.00,0.00,820.24
35.86,40.62,110.50,811.94,30.90,24.45,33.37,54.81,78.04,46.05,0.00,0.00,114.14,0.00,0.00,736.01
35.71,41.00,97.50,718.62,30.00,24.13,35.09,58.20,78.84,39.19,0.00,0.00,100.83,0.00,0.00,789.69
35.10,42.25,74.56,566.06,28.69,23.98,33.60,61.40,78.04,43.36,0.00,0.00,73.35,0.00,0.00,604.45
34.11,43.62,40.94,302.56,27.84,22.95,33.06,67.16,84.99,44.66,0.00,33.70,39.93,0.00,69.94,366.16
32.95,46.50,3.00,22.06,26.61,24.77,30.20,72.27,77.75,54.78,0.00,101.89,2.61,0.00,427.36,24.28
31.88,51.12,0.00,0.00,25.17,26.64,29.71,76.65,71.20,55.28,0.00,98.13,0.00,0.00,710.19,0.00
30.88,54.88,0.00,0.00,24.49,28.60,28.29,77.83,60.72,60.32,0.00,120.39,0.00,0.00,805.21,0.00
29.81,59.12,0.00,0.00,23.98,30.26,27.57,79.67,51.79,63.70,0.00,146.65,0.00,0.00,831.13,0.00
28.77,61.00,0.00,0.00,23.64,31.87,26.34,80.02,46.66,67.95,0.00,166.01,0.00,0.00,855.07,0.00
27.71,67.88,0.00,0.00,23.15,33.32,25.97,83.80,44.73,68.65,34.19,183.38,0.00,70.97,862.36,0.00
26.55,72.62,0.00,0.00,24.63,33.97,24.60,78.50,41.81,78.91,100.94,177.20,0.00,423.40,841.90,0.00
25.35,75.50,0.00,0.00,26.51,34.13,25.39,71.91,42.62,76.07,97.19,149.52,0.00,703.38,815.34,0.00
24.52,77.62,0.00,0.00,28.40,33.80,23.53,61.61,44.71,90.72,118.73,117.88,0.00,794.08,760.13,0.00
23.86,80.50,0.00,0.00,30.10,34.47,23.60,52.40,41.09,90.41,145.01,96.73,0.00,821.88,757.54,0.00
23.35,82.00,0.00,0.00,31.66,33.36,23.54,47.39,44.12,90.21,163.57,72.14,0.00,842.47,594.53,0.00
23.32,82.62,34.69,72.00,32.98,32.50,24.92,45.87,46.58,82.71,179.16,38.46,5.74,842.53,352.73,0.00
24.52,79.25,100.00,419.44,33.74,30.42,23.83,42.53,53.95,93.38,174.35,2.65,20.36,828.36,24.67,0.00
26.39,72.62,96.25,696.56,34.09,29.59,24.19,42.75,55.77,93.45,149.07,0.00,72.24,812.89,0.00,1.35
28.23,62.50,117.06,782.94,34.02,28.39,22.98,44.05,59.91,100.00,119.75,0.00,181.31,772.19,0.00,6.70
29.96,53.00,143.38,812.62,34.16,27.52,24.28,42.05,63.91,98.03,94.67,0.00,237.75,741.46,0.00,9.57
31.48,48.12,161.12,829.88,33.24,26.41,27.18,44.50,67.60,77.10,71.54,0.00,327.34,589.58,0.00,26.88
32.69,47.00,174.94,822.69,32.23,25.84,26.95,47.54,69.26,80.99,37.73,0.00,416.91,346.02,0.00,121.07
33.54,43.25,171.50,814.81,30.53,24.87,27.46,53.53,77.46,73.80,2.67,0.00,393.04,24.86,0.00,237.73
34.05,42.88,148.62,810.44,29.53,24.98,28.47,56.01,78.47,66.43,0.00,0.00,351.06,0.00,0.00,295.95
34.20,43.38,121.62,784.25,28.44,23.88,30.00,59.71,88.55,62.88,0.00,0.00,253.19,0.00,0.00,519.49
33.89,43.00,92.62,725.38,27.50,23.76,29.13,64.02,89.40,68.30,0.00,0.00,143.93,0.00,0.00,518.85
33.14,44.88,70.94,584.62,26.45,23.61,30.95,67.43,89.73,58.03,0.00,0.00,143.01,0.00,0.00,217.02
31.99,48.50,37.00,339.31,25.78,24.27,29.76,69.57,86.98,64.31,0.00,5.50,52.82,0.00,0.00,58.82
30.62,53.12,2.69,25.06,25.01,23.79,28.12,76.73,93.63,71.87,0.00,20.30,0.00,0.00,0.00,0.00
29.48,56.25,0.00,0.00,24.77,23.99,29.02,79.68,94.85,67.89,0.00,71.21,0.00,0.00,1.33,0.00
