Outdoor Drybulb Temperature [C],Relative Humidity [%],Diffuse Solar Radiation [W/m2],Direct Solar Radiation [W/m2],6h Prediction Outdoor Drybulb Temperature [C],12h Prediction Outdoor Drybulb Temperature [C],24h Prediction Outdoor Drybulb Temperature [C],6h Prediction Relative Humidity [%],12h Prediction Relative Humidity [%],24h Prediction Relative Humidity [%],6h Prediction Diffuse Solar Radiation [W/m2],12h Prediction Diffuse Solar Radiation [W/m2],24h Prediction Diffuse Solar Radiation [W/m2],6h Prediction Direct Solar Radiation [W/m2],12h Prediction Direct Solar Radiation [W/m2],24h Prediction Direct Solar Radiation [W/m2]
10.0,83.0,0.0,0.0,20.6,16.1,12.8,61.0,84.0,57.0,736.0,35.0,0.0,930.0,128.0,0.0
10.0,80.0,18.0,72.0,19.4,15.6,13.3,70.0,84.0,53.0,747.0,0.0,11.0,913.0,0.0,6.0
13.3,69.0,135.0,547.0,19.4,15.0,16.7,59.0,84.0,48.0,690.0,0.0,113.0,901.0,0.0,284.0
17.2,58.0,340.0,773.0,19.4,15.0,19.4,66.0,90.0,42.0,523.0,0.0,307.0,802.0,0.0,552.0
20.6,42.0,529.0,874.0,19.4,15.0,21.7,66.0,84.0,34.0,324.0,0.0,500.0,473.0,0.0,694.0
22.8,37.0,666.0,909.0,17.8,14.4,23.9,75.0,87.0,32.0,172.0,0.0,640.0,448.0,0.0,759.0
20.6,61.0,736.0,930.0,16.1,15.0,25.6,84.0,70.0,29.0,35.0,0.0,718.0,128.0,0.0,788.0
19.4,70.0,747.0,913.0,15.6,15.0,24.4,84.0,70.0,40.0,0.0,0.0,719.0,0.0,0.0,779.0
19.4,59.0,690.0,901.0,15.0,14.4,22.8,84.0,65.0,41.0,0.0,0.0,663.0,0.0,0.0,764.0
19.4,66.0,523.0,802.0,15.0,13.9,22.2,90.0,64.0,38.0,0.0,0.0,537.0,0.0,0.0,710.0
19.4,66.0,324.0,473.0,15.0,12.8,21.1,84.0,64.0,49.0,0.0,0.0,356.0,0.0,0.0,594.0
17.8,75.0,172.0,448.0,14.4,12.8,20.0,87.0,62.0,55.0,0.0,0.0,158.0,0.0,0.0,369.0
16.1,84.0,35.0,128.0,15.0,12.8,17.8,70.0,57.0,63.0,0.0,0.0,29.0,0.0,0.0,38.0
15.6,84.0,0.0,0.0,15.0,13.3,16.7,70.0,53.0,65.0,0.0,11.0,0.0,0.0,6.0,0.0
15.0,84.0,0.0,0.0,14.4,16.7,16.7,65.0,48.0,70.0,0.0,113.0,0.0,0.0,284.0,0.0
15.0,90.0,0.0,0.0,13.9,19.4,15.6,64.0,42.0,81.0,0.0,307.0,0.0,0.0,552.0,0.0
15.0,84.0,0.0,0.0,12.8,21.7,15.6,64.0,34.0,78.0,0.0,500.0,0.0,0.0,694.0,0.0
14.4,87.0,0.0,0.0,12.8,23.9,15.6,62.0,32.0,72.0,0.0,640.0,0.0,0.0,759.0,0.0
15.0,70.0,0.0,0.0,12.8,25.6,12.8,57.0,29.0,90.0,0.0,718.0,0.0,0.0,788.0,0.0
15.0,70.0,0.0,0.0,13.3,24.4,15.0,53.0,40.0,65.0,11.0,719.0,0.0,6.0,779.0,0.0
14.4,65.0,0.0,0.0,16.7,22.8,14.4,48.0,41.0,60.0,113.0,663.0,0.0,284.0,764.0,0.0
13.9,64.0,0.0,0.0,19.4,22.2,14.4,42.0,38.0,53.0,307.0,537.0,0.0,552.0,710.0,0.0
12.8,64.0,0.0,0.0,21.7,21.1,13.3,34.0,49.0,57.0,500.0,356.0,0.0,694.0,594.0,0.0
12.8,62.0,0.0,0.0,23.9,20.0,11.7,32.0,55.0,77.0,640.0,158.0,0.0,759.0,369.0,0.0
12.8,57.0,0.0,0.0,25.6,17.8,11.1,29.0,63.0,83.0,718.0,29.0,0.0,788.0,38.0,0.0
13.3,53.0,11.0,6.0,24.4,16.7,12.2,40.0,65.0,93.0,719.0,0.0,11.0,779.0,0.0,1.0
16.7,48.0,113.0,284.0,22.8,16.7,13.3,41.0,70.0,93.0,663.0,0.0,108.0,764.0,0.0,246.0
19.4,42.0,307.0,552.0,22.2,15.6,14.4,38.0,81.0,90.0,537.0,0.0,292.0,710.0,0.0,468.0
21.7,34.0,500.0,694.0,21.1,15.6,16.7,49.0,78.0,81.0,356.0,0.0,477.0,594.0,0.0,658.0
23.9,32.0,640.0,759.0,20.0,15.6,16.7,55.0,72.0,84.0,158.0,0.0,626.0,369.0,0.0,757.0
25.6,29.0,718.0,788.0,17.8,12.8,16.7,63.0,90.0,84.0,29.0,0.0,677.0,38.0,0.0,672.0
24.4,40.0,719.0,779.0,16.7,15.0,16.1,65.0,65.0,87.0,0.0,0.0,701.0,0.0,0.0,764.0
22.8,41.0,663.0,764.0,16.7,14.4,16.1,70.0,60.0,84.0,0.0,0.0,534.0,0.0,0.0,433.0
22.2,38.0,537.0,710.0,15.6,14.4,15.6,81.0,53.0,84.0,0.0,0.0,464.0,0.0,0.0,422.0
21.1,49.0,356.0,594.0,15.6,13.3,15.0,78.0,57.0,87.0,0.0,0.0,228.0,0.0,0.0,200.0
20.0,55.0,158.0,369.0,15.6,11.7,13.9,72.0,77.0,87.0,0.0,0.0,98.0,0.0,0.0,48.0
17.8,63.0,29.0,38.0,12.8,11.1,13.3,90.0,83.0,90.0,0.0,0.0,18.0,0.0,0.0,0.0
16.7,65.0,0.0,0.0,15.0,12.2,12.8,65.0,93.0,93.0,0.0,11.0,0.0,0.0,1.0,0.0
16.7,70.0,0.0,0.0,14.4,13.3,12.8,60.0,93.0,93.0,0.0,108.0,0.0,0.0,246.0,0.0
15.6,81.0,0.0,0.0,14.4,14.4,12.8,53.0,90.0,93.0,0.0,292.0,0.0,0.0,468.0,0.0
15.6,78.0,0.0,0.0,13.3,16.7,12.8,57.0,81.0,93.0,0.0,477.0,0.0,0.0,658.0,0.0
15.6,72.0,0.0,0.0,11.7,16.7,12.8,77.0,84.0,93.0,0.0,626.0,0.0,0.0,757.0,0.0
12.8,90.0,0.0,0.0,11.1,16.7,11.7,83.0,84.0,90.0,0.0,677.0,0.0,0.0,672.0,0.0
15.0,65.0,0.0,0.0,12.2,16.1,12.8,93.0,87.0,90.0,11.0,701.0,0.0,1.0,764.0,0.0
14.4,60.0,0.0,0.0,13.3,16.1,12.8,93.0,84.0,90.0,108.0,534.0,0.0,246.0,433.0,0.0
14.4,53.0,0.0,0.0,14.4,15.6,12.8,90.0,84.0,90.0,292.0,464.0,0.0,468.0,422.0,0.0
13.3,57.0,0.0,0.0,16.7,15.0,12.8,81.0,87.0,90.0,477.0,228.0,0.0,658.0,200.0,0.0
11.7,77.0,0.0,0.0,16.7,13.9,12.8,84.0,87.0,86.0,626.0,98.0,0.0,757.0,48.0,0.0
11.1,83.0,0.0,0.0,16.7,13.3,12.8,84.0,90.0,86.0,677.0,18.0,0.0,672.0,0.0,0.0
12.2,93.0,11.0,1.0,16.1,12.8,12.8,87.0,93.0,83.0,701.0,0.0,11.0,764.0,0.0,0.0
13.3,93.0,108.0,246.0,16.1,12.8,12.8,84.0,93.0,83.0,534.0,0.0,50.0,433.0,0.0,4.0
14.4,90.0,292.0,468.0,15.6,12.8,12.8,84.0,93.0,83.0,464.0,0.0,162.0,422.0,0.0,5.0
16.7,81.0,477.0,658.0,15.0,12.8,13.3,87.0,93.0,83.0,228.0,0.0,210.0,200.0,0.0,9.0
16.7,84.0,626.0,757.0,13.9,12.8,15.0,87.0,93.0,75.0,98.0,0.0,600.0,48.0,0.0,550.0
16.7,84.0,677.0,672.0,13.3,11.7,15.6,90.0,90.0,78.0,18.0,0.0,401.0,0.0,0.0,145.0
16.1,87.0,701.0,764.0,12.8,12.8,15.6,93.0,90.0,78.0,0.0,0.0,527.0,0.0,0.0,308.0
16.1,84.0,534.0,433.0,12.8,12.8,15.0,93.0,90.0,81.0,0.0,0.0,666.0,0.0,0.0,645.0
15.6,84.0,464.0,422.0,12.8,12.8,15.0,93.0,90.0,78.0,0.0,0.0,468.0,0.0,0.0,428.0
15.0,87.0,228.0,200.0,12.8,12.8,14.4,93.0,90.0,81.0,0.0,0.0,302.0,0.0,0.0,255.0
13.9,87.0,98.0,48.0,12.8,12.8,14.4,93.0,86.0,75.0,0.0,0.0,171.0,0.0,0.0,436.0
13.3,90.0,18.0,0.0,11.7,12.8,12.8,90.0,86.0,83.0,0.0,0.0,36.0,0.0,0.0,105.0
12.8,93.0,0.0,0.0,12.8,12.8,12.8,90.0,83.0,83.0,0.0,11.0,0.0,0.0,0.0,0.0
12.8,93.0,0.0,0.0,12.8,12.8,12.2,90.0,83.0,86.0,0.0,50.0,0.0,0.0,4.0,0.0
12.8,93.0,0.0,0.0,12.8,12.8,12.2,90.0,83.0,86.0,0.0,162.0,0.0,0.0,5.0,0.0
12.8,93.0,0.0,0.0,12.8,13.3,11.7,90.0,83.0,90.0,0.0,210.0,0.0,0.0,9.0,0.0
12.8,93.0,0.0,0.0,12.8,15.0,11.7,86.0,75.0,90.0,0.0,600.0,0.0,0.0,550.0,0.0
11.7,90.0,0.0,0.0,12.8,15.6,12.8,86.0,78.0,83.0,0.0,401.0,0.0,0.0,145.0,0.0
12.8,90.0,0.0,0.0,12.8,15.6,11.7,83.0,78.0,93.0,11.0,527.0,0.0,0.0,308.0,0.0
12.8,90.0,0.0,0.0,12.8,15.0,11.7,83.0,81.0,93.0,50.0,666.0,0.0,4.0,645.0,0.0
12.8,90.0,0.0,0.0,12.8,15.0,11.7,83.0,78.0,93.0,162.0,468.0,0.0,5.0,428.0,0.0
12.8,90.0,0.0,0.0,13.3,14.4,11.7,83.0,81.0,93.0,210.0,302.0,0.0,9.0,255.0,0.0
12.8,86.0,0.0,0.0,15.0,14.4,11.7,75.0,75.0,93.0,600.0,171.0,0.0,550.0,436.0,0.0
12.8,86.0,0.0,0.0,15.6,12.8,11.7,78.0,83.0,93.0,401.0,36.0,0.0,145.0,105.0,0.0
12.8,83.0,11.0,0.0,15.6,12.8,12.2,78.0,83.0,80.0,527.0,0.0,19.0,308.0,0.0,31.0
12.8,83.0,50.0,4.0,15.0,12.2,12.2,81.0,86.0,80.0,666.0,0.0,133.0,645.0,0.0,265.0
12.8,83.0,162.0,5.0,15.0,12.2,13.3,78.0,86.0,78.0,468.0,0.0,139.0,428.0,0.0,30.0
13.3,83.0,210.0,9.0,14.4,11.7,13.9,81.0,90.0,75.0,302.0,0.0,343.0,255.0,0.0,73.0
15.0,75.0,600.0,550.0,14.4,11.7,15.0,75.0,90.0,70.0,171.0,0.0,331.0,436.0,0.0,87.0
15.6,78.0,401.0,145.0,12.8,12.8,15.6,83.0,83.0,72.0,36.0,0.0,572.0,105.0,0.0,263.0
15.6,78.0,527.0,308.0,12.8,11.7,16.1,83.0,93.0,70.0,0.0,0.0,484.0,0.0,0.0,134.0
15.0,81.0,666.0,645.0,12.2,11.7,16.1,86.0,93.0,70.0,0.0,0.0,449.0,0.0,0.0,127.0
15.0,78.0,468.0,428.0,12.2,11.7,15.6,86.0,93.0,72.0,0.0,0.0,466.0,0.0,0.0,265.0
14.4,81.0,302.0,255.0,11.7,11.7,15.0,90.0,93.0,72.0,0.0,0.0,173.0,0.0,0.0,62.0
14.4,75.0,171.0,436.0,11.7,11.7,14.4,90.0,93.0,72.0,0.0,0.0,88.0,0.0,0.0,7.0
12.8,83.0,36.0,105.0,12.8,11.7,13.9,83.0,93.0,75.0,0.0,0.0,24.0,0.0,0.0,2.0
12.8,83.0,0.0,0.0,11.7,12.2,13.3,93.0,80.0,80.0,0.0,19.0,0.0,0.0,31.0,0.0
12.2,86.0,0.0,0.0,11.7,12.2,13.3,93.0,80.0,80.0,0.0,133.0,0.0,0.0,265.0,0.0
12.2,86.0,0.0,0.0,11.7,13.3,13.3,93.0,78.0,80.0,0.0,139.0,0.0,0.0,30.0,0.0
11.7,90.0,0.0,0.0,11.7,13.9,13.3,93.0,75.0,80.0,0.0,343.0,0.0,0.0,73.0,0.0
11.7,90.0,0.0,0.0,11.7,15.0,12.8,93.0,70.0,83.0,0.0,331.0,0.0,0.0,87.0,0.0
12.8,83.0,0.0,0.0,11.7,15.6,12.8,93.0,72.0,93.0,0.0,572.0,0.0,0.0,263.0,0.0
11.7,93.0,0.0,0.0,12.2,16.1,12.8,80.0,70.0,83.0,19.0,484.0,0.0,31.0,134.0,0.0
11.7,93.0,0.0,0.0,12.2,16.1,12.8,80.0,70.0,83.0,133.0,449.0,0.0,265.0,127.0,0.0
11.7,93.0,0.0,0.0,13.3,15.6,12.8,78.0,72.0,83.0,139.0,466.0,0.0,30.0,265.0,0.0
11.7,93.0,0.0,0.0,13.9,15.0,12.8,75.0,72.0,83.0,343.0,173.0,0.0,73.0,62.0,0.0
11.7,93.0,0.0,0.0,15.0,14.4,12.8,70.0,72.0,83.0,331.0,88.0,0.0,87.0,7.0,0.0
11.7,93.0,0.0,0.0,15.6,13.9,12.8,72.0,75.0,83.0,572.0,24.0,0.0,263.0,2.0,0.0
12.2,80.0,19.0,31.0,16.1,13.3,12.8,70.0,80.0,83.0,484.0,0.0,19.0,134.0,0.0,0.0
12.2,80.0,133.0,265.0,16.1,13.3,12.8,70.0,80.0,83.0,449.0,0.0,53.0,127.0,0.0,1.0
13.3,78.0,139.0,30.0,15.6,13.3,12.8,72.0,80.0,86.0,466.0,0.0,132.0,265.0,0.0,4.0
13.9,75.0,343.0,73.0,15.0,13.3,14.4,72.0,80.0,78.0,173.0,0.0,412.0,62.0,0.0,258.0
15.0,70.0,331.0,87.0,14.4,12.8,15.6,72.0,83.0,75.0,88.0,0.0,269.0,7.0,0.0,9.0
15.6,72.0,572.0,263.0,13.9,12.8,16.7,75.0,93.0,70.0,24.0,0.0,243.0,2.0,0.0,10.0
16.1,70.0,484.0,134.0,13.3,12.8,16.1,80.0,83.0,72.0,0.0,0.0,304.0,0.0,0.0,9.0
16.1,70.0,449.0,127.0,13.3,12.8,15.6,80.0,83.0,78.0,0.0,0.0,293.0,0.0,0.0,8.0
15.6,72.0,466.0,265.0,13.3,12.8,15.0,80.0,83.0,78.0,0.0,0.0,246.0,0.0,0.0,5.0
15.0,72.0,173.0,62.0,13.3,12.8,14.4,80.0,83.0,78.0,0.0,0.0,92.0,0.0,0.0,6.0
14.4,72.0,88.0,7.0,12.8,12.8,13.9,83.0,83.0,83.0,0.0,0.0,43.0,0.0,0.0,2.0
13.9,75.0,24.0,2.0,12.8,12.8,13.3,93.0,83.0,87.0,0.0,0.0,14.0,0.0,0.0,0.0
13.3,80.0,0.0,0.0,12.8,12.8,12.8,83.0,83.0,90.0,0.0,19.0,0.0,0.0,0.0,0.0
13.3,80.0,0.0,0.0,12.8,12.8,12.8,83.0,83.0,93.0,0.0,53.0,0.0,0.0,1.0,0.0
13.3,80.0,0.0,0.0,12.8,12.8,12.8,83.0,86.0,90.0,0.0,132.0,0.0,0.0,4.0,0.0
13.3,80.0,0.0,0.0,12.8,14.4,12.8,83.0,78.0,90.0,0.0,412.0,0.0,0.0,258.0,0.0
12.8,83.0,0.0,0.0,12.8,15.6,12.8,83.0,75.0,90.0,0.0,269.0,0.0,0.0,9.0,0.0
12.8,93.0,0.0,0.0,12.8,16.7,14.4,83.0,70.0,93.0,0.0,243.0,0.0,0.0,10.0,0.0
12.8,83.0,0.0,0.0,12.8,16.1,12.8,83.0,72.0,90.0,19.0,304.0,0.0,0.0,9.0,0.0
12.8,83.0,0.0,0.0,12.8,15.6,12.2,83.0,78.0,96.0,53.0,293.0,0.0,1.0,8.0,0.0
12.8,83.0,0.0,0.0,12.8,15.0,12.2,86.0,78.0,90.0,132.0,246.0,0.0,4.0,5.0,0.0
12.8,83.0,0.0,0.0,14.4,14.4,12.2,78.0,78.0,93.0,412.0,92.0,0.0,258.0,6.0,0.0
12.8,83.0,0.0,0.0,15.6,13.9,12.2,75.0,83.0,93.0,269.0,43.0,0.0,9.0,2.0,0.0
12.8,83.0,0.0,0.0,16.7,13.3,12.2,70.0,87.0,93.0,243.0,14.0,0.0,10.0,0.0,0.0
12.8,83.0,19.0,0.0,16.1,12.8,12.2,72.0,90.0,93.0,304.0,0.0,16.0,9.0,0.0,0.0
12.8,83.0,53.0,1.0,15.6,12.8,12.2,78.0,93.0,96.0,293.0,0.0,84.0,8.0,0.0,0.0
12.8,86.0,132.0,4.0,15.0,12.8,13.3,78.0,90.0,90.0,246.0,0.0,195.0,5.0,0.0,0.0
14.4,78.0,412.0,258.0,14.4,12.8,13.9,78.0,90.0,83.0,92.0,0.0,289.0,6.0,0.0,1.0
15.6,75.0,269.0,9.0,13.9,12.8,14.4,83.0,90.0,81.0,43.0,0.0,329.0,2.0,0.0,0.0
16.7,70.0,243.0,10.0,13.3,14.4,14.4,87.0,93.0,81.0,14.0,0.0,374.0,0.0,0.0,2.0
16.1,72.0,304.0,9.0,12.8,12.8,14.4,90.0,90.0,81.0,0.0,0.0,360.0,0.0,0.0,0.0
15.6,78.0,293.0,8.0,12.8,12.2,14.4,93.0,96.0,84.0,0.0,0.0,348.0,0.0,0.0,1.0
15.0,78.0,246.0,5.0,12.8,12.2,15.6,90.0,90.0,75.0,0.0,0.0,311.0,0.0,0.0,0.0
14.4,78.0,92.0,6.0,12.8,12.2,16.1,90.0,93.0,72.0,0.0,0.0,208.0,0.0,0.0,2.0
13.9,83.0,43.0,2.0,12.8,12.2,16.1,90.0,93.0,72.0,0.0,0.0,121.0,0.0,0.0,1.0
13.3,87.0,14.0,0.0,14.4,12.2,15.0,93.0,93.0,87.0,0.0,0.0,32.0,0.0,0.0,0.0
12.8,90.0,0.0,0.0,12.8,12.2,14.4,90.0,93.0,90.0,0.0,16.0,0.0,0.0,0.0,0.0
12.8,93.0,0.0,0.0,12.2,12.2,14.4,96.0,96.0,93.0,0.0,84.0,0.0,0.0,0.0,0.0
12.8,90.0,0.0,0.0,12.2,13.3,14.4,90.0,90.0,93.0,0.0,195.0,0.0,0.0,0.0,0.0
12.8,90.0,0.0,0.0,12.2,13.9,14.4,93.0,83.0,93.0,0.0,289.0,0.0,0.0,1.0,0.0
12.8,90.0,0.0,0.0,12.2,14.4,14.4,93.0,81.0,93.0,0.0,329.0,0.0,0.0,0.0,0.0
14.4,93.0,0.0,0.0,12.2,14.4,13.5,93.0,81.0,90.0,0.0,374.0,0.0,0.0,2.0,0.0
12.8,90.0,0.0,0.0,12.2,14.4,14.4,93.0,81.0,93.0,16.0,360.0,0.0,0.0,0.0,0.0
12.2,96.0,0.0,0.0,12.2,14.4,14.4,96.0,84.0,96.0,84.0,348.0,0.0,0.0,1.0,0.0
12.2,90.0,0.0,0.0,13.3,15.6,13.9,90.0,75.0,100.0,195.0,311.0,0.0,0.0,0.0,0.0
12.2,93.0,0.0,0.0,13.9,16.1,13.9,83.0,72.0,100.0,289.0,208.0,0.0,1.0,2.0,0.0
12.2,93.0,0.0,0.0,14.4,16.1,14.4,81.0,72.0,100.0,329.0,121.0,0.0,0.0,1.0,0.0
12.2,93.0,0.0,0.0,14.4,15.0,14.4,81.0,87.0,100.0,374.0,32.0,0.0,2.0,0.0,0.0
12.2,93.0,16.0,0.0,14.4,14.4,14.4,81.0,90.0,100.0,360.0,0.0,10.0,0.0,0.0,0.0
12.2,96.0,84.0,0.0,14.4,14.4,14.4,84.0,93.0,100.0,348.0,0.0,46.0,1.0,0.0,1.0
13.3,90.0,195.0,0.0,15.6,14.4,15.6,75.0,93.0,97.0,311.0,0.0,113.0,0.0,0.0,0.0
13.9,83.0,289.0,1.0,16.1,14.4,17.2,72.0,93.0,90.0,208.0,0.0,254.0,2.0,0.0,0.0
14.4,81.0,329.0,0.0,16.1,14.4,18.3,72.0,93.0,87.0,121.0,0.0,296.0,1.0,0.0,156.0
14.4,81.0,374.0,2.0,15.0,13.5,17.2,87.0,90.0,93.0,32.0,0.0,295.0,0.0,0.0,160.0
14.4,81.0,360.0,0.0,14.4,14.4,17.2,90.0,93.0,93.0,0.0,0.0,162.0,0.0,0.0,4.0
14.4,84.0,348.0,1.0,14.4,14.4,17.2,93.0,96.0,90.0,0.0,0.0,189.0,0.0,0.0,11.0
15.6,75.0,311.0,0.0,14.4,13.9,16.7,93.0,100.0,93.0,0.0,0.0,141.0,0.0,0.0,7.0
16.1,72.0,208.0,2.0,14.4,13.9,16.1,93.0,100.0,93.0,0.0,0.0,95.0,0.0,0.0,0.0
16.1,72.0,121.0,1.0,14.4,14.4,16.1,93.0,100.0,93.0,0.0,0.0,54.0,0.0,0.0,2.0
15.0,87.0,32.0,0.0,13.5,14.4,15.6,90.0,100.0,93.0,0.0,0.0,15.0,0.0,0.0,0.0
14.4,90.0,0.0,0.0,14.4,14.4,15.6,93.0,100.0,93.0,0.0,10.0,0.0,0.0,0.0,0.0
14.4,93.0,0.0,0.0,14.4,14.4,16.1,96.0,100.0,90.0,0.0,46.0,0.0,0.0,1.0,0.0
14.4,93.0,0.0,0.0,13.9,15.6,16.1,100.0,97.0,90.0,0.0,113.0,0.0,0.0,0.0,0.0
14.4,93.0,0.0,0.0,13.9,17.2,15.2,100.0,90.0,84.0,0.0,254.0,0.0,0.0,0.0,0.0
14.4,93.0,0.0,0.0,14.4,18.3,14.4,100.0,87.0,87.0,0.0,296.0,0.0,0.0,156.0,0.0
13.5,90.0,0.0,0.0,14.4,17.2,12.8,100.0,93.0,77.0,0.0,295.0,0.0,0.0,160.0,0.0
14.4,93.0,0.0,0.0,14.4,17.2,12.6,100.0,93.0,90.0,10.0,162.0,0.0,0.0,4.0,0.0
14.4,96.0,0.0,0.0,14.4,17.2,11.7,100.0,90.0,90.0,46.0,189.0,0.0,1.0,11.0,0.0
13.9,100.0,0.0,0.0,15.6,16.7,10.9,97.0,93.0,90.0,113.0,141.0,0.0,0.0,7.0,0.0
13.9,100.0,0.0,0.0,17.2,16.1,10.0,90.0,93.0,86.0,254.0,95.0,0.0,0.0,0.0,0.0
14.4,100.0,0.0,0.0,18.3,16.1,8.9,87.0,93.0,86.0,296.0,54.0,0.0,156.0,2.0,0.0
14.4,100.0,0.0,0.0,17.2,15.6,8.3,93.0,93.0,86.0,295.0,15.0,0.0,160.0,0.0,0.0
14.4,100.0,10.0,0.0,17.2,15.6,8.3,93.0,93.0,86.0,162.0,0.0,22.0,4.0,0.0,17.0
14.4,100.0,46.0,1.0,17.2,16.1,9.4,90.0,90.0,80.0,189.0,0.0,152.0,11.0,0.0,467.0
15.6,97.0,113.0,0.0,16.7,16.1,12.2,93.0,90.0,59.0,141.0,0.0,350.0,7.0,0.0,694.0
17.2,90.0,254.0,0.0,16.1,15.2,15.6,93.0,84.0,54.0,95.0,0.0,525.0,0.0,0.0,741.0
18.3,87.0,296.0,156.0,16.1,14.4,16.1,93.0,87.0,58.0,54.0,0.0,689.0,2.0,0.0,885.0
17.2,93.0,295.0,160.0,15.6,12.8,16.7,93.0,77.0,54.0,15.0,0.0,752.0,0.0,0.0,890.0
17.2,93.0,162.0,4.0,15.6,12.6,16.1,93.0,90.0,63.0,0.0,0.0,788.0,0.0,0.0,930.0
17.2,90.0,189.0,11.0,16.1,11.7,16.1,90.0,90.0,60.0,0.0,0.0,722.0,0.0,0.0,909.0
16.7,93.0,141.0,7.0,16.1,10.9,15.6,90.0,90.0,67.0,0.0,0.0,595.0,0.0,0.0,867.0
16.1,93.0,95.0,0.0,15.2,10.0,15.6,84.0,86.0,67.0,0.0,0.0,385.0,0.0,0.0,716.0
16.1,93.0,54.0,2.0,14.4,8.9,15.0,87.0,86.0,67.0,0.0,0.0,203.0,0.0,0.0,463.0
15.6,93.0,15.0,0.0,12.8,8.3,13.9,77.0,86.0,72.0,0.0,0.0,45.0,0.0,0.0,47.0
15.6,93.0,0.0,0.0,12.6,8.3,13.3,90.0,86.0,78.0,0.0,22.0,0.0,0.0,17.0,0.0
16.1,90.0,0.0,0.0,11.7,9.4,12.8,90.0,80.0,77.0,0.0,152.0,0.0,0.0,467.0,0.0
16.1,90.0,0.0,0.0,10.9,12.2,13.3,90.0,59.0,78.0,0.0,350.0,0.0,0.0,694.0,0.0
15.2,84.0,0.0,0.0,10.0,15.6,13.3,86.0,54.0,78.0,0.0,525.0,0.0,0.0,741.0,0.0
14.4,87.0,0.0,0.0,8.9,16.1,13.9,86.0,58.0,75.0,0.0,689.0,0.0,0.0,885.0,0.0
12.8,77.0,0.0,0.0,8.3,16.7,12.8,86.0,54.0,80.0,0.0,752.0,0.0,0.0,890.0,0.0
12.6,90.0,0.0,0.0,8.3,16.1,12.8,86.0,63.0,77.0,22.0,788.0,0.0,17.0,930.0,0.0
11.7,90.0,0.0,0.0,9.4,16.1,12.8,80.0,60.0,77.0,152.0,722.0,0.0,467.0,909.0,0.0
10.9,90.0,0.0,0.0,12.2,15.6,12.8,59.0,67.0,77.0,350.0,595.0,0.0,694.0,867.0,0.0
10.0,86.0,0.0,0.0,15.6,15.6,12.2,54.0,67.0,83.0,525.0,385.0,0.0,741.0,716.0,0.0
8.9,86.0,0.0,0.0,16.1,15.0,11.7,58.0,67.0,83.0,689.0,203.0,0.0,885.0,463.0,0.0
8.3,86.0,0.0,0.0,16.7,13.9,12.2,54.0,72.0,80.0,752.0,45.0,0.0,890.0,47.0,0.0
8.3,86.0,22.0,17.0,16.1,13.3,12.2,63.0,78.0,80.0,788.0,0.0,14.0,930.0,0.0,1.0
9.4,80.0,152.0,467.0,16.1,12.8,12.8,60.0,77.0,72.0,722.0,0.0,61.0,909.0,0.0,13.0
12.2,59.0,350.0,694.0,15.6,13.3,13.9,67.0,78.0,62.0,595.0,0.0,191.0,867.0,0.0,8.0
15.6,54.0,525.0,741.0,15.6,13.3,15.0,67.0,78.0,58.0,385.0,0.0,382.0,716.0,0.0,87.0
16.1,58.0,689.0,885.0,15.0,13.9,16.7,67.0,75.0,50.0,203.0,0.0,369.0,463.0,0.0,96.0
16.7,54.0,752.0,890.0,13.9,12.8,16.7,72.0,80.0,54.0,45.0,0.0,644.0,47.0,0.0,485.0
16.1,63.0,788.0,930.0,13.3,12.8,16.1,78.0,77.0,56.0,0.0,0.0,552.0,0.0,0.0,291.0
16.1,60.0,722.0,909.0,12.8,12.8,17.2,77.0,77.0,50.0,0.0,0.0,634.0,0.0,0.0,548.0
15.6,67.0,595.0,867.0,13.3,12.8,16.1,78.0,77.0,52.0,0.0,0.0,469.0,0.0,0.0,276.0
15.6,67.0,385.0,716.0,13.3,12.2,16.1,78.0,83.0,54.0,0.0,0.0,378.0,0.0,0.0,525.0
15.0,67.0,203.0,463.0,13.9,11.7,15.0,75.0,83.0,62.0,0.0,0.0,191.0,0.0,0.0,303.0
13.9,72.0,45.0,47.0,12.8,12.2,13.9,80.0,80.0,64.0,0.0,0.0,38.0,0.0,0.0,81.0
13.3,78.0,0.0,0.0,12.8,12.2,13.9,77.0,80.0,67.0,0.0,14.0,0.0,0.0,1.0,0.0
12.8,77.0,0.0,0.0,12.8,12.8,13.9,77.0,72.0,67.0,0.0,61.0,0.0,0.0,13.0,0.0
13.3,78.0,0.0,0.0,12.8,13.9,13.9,77.0,62.0,72.0,0.0,191.0,0.0,0.0,8.0,0.0
13.3,78.0,0.0,0.0,12.2,15.0,13.3,83.0,58.0,75.0,0.0,382.0,0.0,0.0,87.0,0.0
13.9,75.0,0.0,0.0,11.7,16.7,13.3,83.0,50.0,78.0,0.0,369.0,0.0,0.0,96.0,0.0
12.8,80.0,0.0,0.0,12.2,16.7,14.4,80.0,54.0,84.0,0.0,644.0,0.0,0.0,485.0,0.0
12.8,77.0,0.0,0.0,12.2,16.1,12.2,80.0,56.0,80.0,14.0,552.0,0.0,1.0,291.0,0.0
12.8,77.0,0.0,0.0,12.8,17.2,12.2,72.0,50.0,77.0,61.0,634.0,0.0,13.0,548.0,0.0
