Outdoor Drybulb Temperature [C],Outdoor Relative Humidity [%],Diffuse Solar Radiation [W/m2],Direct Solar Radiation [W/m2],6h Prediction Outdoor Drybulb Temperature [C],12h Prediction Outdoor Drybulb Temperature [C],24h Prediction Outdoor Drybulb Temperature [C],6h Prediction Outdoor Relative Humidity [%],12h Prediction Outdoor Relative Humidity [%],24h Prediction Outdoor Relative Humidity [%],6h Prediction Diffuse Solar Radiation [W/m2],12h Prediction Diffuse Solar Radiation [W/m2],24h Prediction Diffuse Solar Radiation [W/m2],6h Prediction Direct Solar Radiation [W/m2],12h Prediction Direct Solar Radiation [W/m2],24h Prediction Direct Solar Radiation [W/m2]
25.12,94.00,312.94,18.88,27.36,22.52,26.54,81.80,79.81,47.21,99.62,0.00,447.97,77.48,0.00,246.25
26.02,88.25,415.19,96.62,27.52,21.41,27.97,78.95,83.61,41.60,35.52,0.00,448.72,113.82,0.00,307.86
27.51,80.50,415.25,182.62,27.10,20.08,27.61,78.90,91.76,41.22,0.00,0.00,400.98,0.00,0.00,221.25
27.81,81.50,342.06,53.06,25.92,20.06,28.10,80.54,91.60,37.55,0.00,0.00,331.04,0.00,0.00,303.05
26.82,86.12,216.75,10.25,25.05,19.25,29.88,80.41,95.86,33.54,0.00,0.00,262.28,0.00,0.00,466.70
26.93,84.88,156.12,17.75,23.86,19.85,27.74,79.86,87.32,40.52,0.00,12.79,109.81,0.00,7.79,539.62
27.55,80.50,101.25,78.75,22.59,19.49,28.39,79.41,84.35,37.34,0.00,76.55,69.43,0.00,51.86,462.70
27.51,79.00,35.50,113.75,21.43,20.28,28.07,83.50,81.86,36.92,0.00,167.22,34.16,0.00,107.95,221.14
27.09,79.00,0.00,0.00,20.34,22.23,25.84,90.13,65.37,44.49,0.00,277.52,0.00,0.00,101.39,0.00
26.15,79.00,0.00,0.00,19.99,23.33,24.12,92.05,56.79,49.13,0.00,352.27,0.00,0.00,108.81,0.00
24.89,81.50,0.00,0.00,19.39,24.10,24.74,94.93,54.70,46.16,0.00,391.58,0.00,0.00,120.73,0.00
23.77,80.50,0.00,0.00,19.58,25.28,22.09,89.10,50.08,54.74,12.55,431.93,0.00,7.65,165.29,0.00
22.65,79.00,0.00,0.00,19.62,26.51,19.42,83.55,47.30,64.38,77.30,447.17,0.00,52.37,245.82,0.00
21.45,83.38,0.00,0.00,20.53,27.71,18.89,80.43,42.43,64.32,170.36,440.49,0.00,109.97,302.21,0.00
20.56,88.50,0.00,0.00,22.11,27.87,18.82,65.93,40.48,63.46,275.20,408.68,0.00,100.54,225.50,0.00
19.93,92.50,0.00,0.00,23.28,28.30,17.95,56.96,37.02,67.74,351.26,335.92,0.00,108.50,307.53,0.00
19.51,94.00,0.00,0.00,24.26,29.25,17.19,54.10,35.21,74.71,396.07,251.39,0.00,122.12,447.32,0.00
19.34,90.88,12.31,7.50,25.36,28.21,17.32,49.79,39.26,76.00,434.49,113.72,11.55,166.27,558.81,57.43
19.74,82.75,78.06,52.88,26.50,28.27,17.78,47.34,37.67,74.99,446.78,68.84,62.04,245.60,458.75,319.22
20.75,79.00,173.50,112.00,27.57,27.66,18.11,42.84,38.08,73.41,436.37,33.21,98.15,299.39,214.95,458.96
22.01,66.50,272.88,99.69,28.00,26.06,21.56,40.12,43.81,57.28,412.53,0.00,161.10,227.63,0.00,611.43
23.25,57.12,350.25,108.19,28.40,24.55,22.52,36.76,47.69,57.82,338.37,0.00,197.17,309.76,0.00,620.45
24.39,53.50,400.56,123.50,28.93,24.11,23.40,36.04,48.45,54.84,245.95,0.00,215.25,437.63,0.00,613.53
25.43,49.50,437.06,167.25,28.44,22.08,26.48,38.63,54.81,43.97,115.67,0.00,304.04,568.41,0.00,636.27
26.49,47.38,446.38,245.38,28.21,20.04,27.26,37.84,61.75,44.00,68.55,0.00,333.63,456.78,0.00,573.12
27.46,43.25,432.25,296.56,27.45,19.20,29.29,38.67,62.97,38.00,32.73,0.00,346.23,211.85,0.00,623.80
28.11,39.75,416.38,229.75,26.17,18.65,29.79,43.46,64.29,36.04,0.00,0.00,285.94,0.00,0.00,649.36
28.49,36.50,340.81,312.00,24.77,17.84,29.65,46.97,68.31,36.64,0.00,0.00,215.94,0.00,0.00,644.77
28.66,36.88,240.50,427.94,23.79,17.22,30.38,49.60,74.54,34.10,0.00,0.00,160.25,0.00,0.00,685.56
28.64,38.00,117.62,578.00,22.07,17.18,28.67,54.85,76.81,37.20,0.00,11.43,101.63,0.00,56.84,572.70
28.16,38.00,68.25,454.81,20.35,17.73,28.28,60.44,75.24,38.29,0.00,61.83,66.29,0.00,318.14,462.21
27.27,39.25,32.25,208.75,19.35,18.62,27.44,62.29,70.89,42.11,0.00,102.05,34.82,0.00,477.17,210.93
26.27,43.12,0.00,0.00,18.56,21.18,24.88,64.71,58.95,55.38,0.00,156.90,0.00,0.00,595.47,0.00
24.96,46.25,0.00,0.00,17.78,22.57,24.70,68.59,57.60,57.79,0.00,197.93,0.00,0.00,622.85,0.00
23.52,50.75,0.00,0.00,17.24,23.97,23.06,74.46,52.79,63.91,0.00,224.69,0.00,0.00,640.42,0.00
22.06,54.88,0.00,0.00,17.10,26.31,21.61,77.21,44.55,70.80,11.37,300.27,0.00,56.54,628.38,0.00
20.62,59.12,0.00,0.00,17.71,27.36,21.18,75.37,43.69,72.32,61.72,336.04,0.00,317.60,577.25,0.00
19.48,61.62,0.00,0.00,18.88,28.86,21.32,69.64,39.25,67.95,103.99,336.18,0.00,486.28,605.68,0.00
18.48,65.12,0.00,0.00,20.99,29.47,18.24,59.78,36.90,84.49,154.79,279.75,0.00,587.48,635.30,0.00
17.73,68.88,0.00,0.00,22.60,29.58,17.78,57.49,36.82,87.44,198.31,214.91,0.00,624.05,641.69,0.00
17.25,74.38,0.00,0.00,24.25,29.95,18.55,51.77,35.24,84.55,229.40,155.53,0.00,653.87,665.38,0.00
17.04,77.62,11.31,56.25,26.22,28.90,19.72,44.83,36.60,81.38,298.38,103.37,14.21,624.44,582.54,18.71
17.69,75.50,61.62,317.06,27.41,28.24,19.92,43.53,38.40,89.16,337.24,66.12,78.73,579.32,460.98,137.47
19.10,68.38,105.94,495.38,28.65,27.17,21.37,39.88,42.93,85.37,331.15,34.19,139.37,596.62,207.12,358.37
20.82,60.62,152.69,579.50,29.32,25.21,23.34,37.32,54.13,75.97,276.65,0.00,211.66,628.28,0.00,474.51
22.62,57.38,198.69,625.25,29.55,24.50,22.72,36.91,58.64,84.11,214.39,0.00,245.75,640.16,0.00,391.02
24.49,50.75,234.12,667.31,29.73,23.11,27.08,35.81,63.70,61.57,153.17,0.00,302.89,655.28,0.00,611.41
26.14,45.12,296.50,620.50,29.02,21.82,28.21,36.30,69.77,56.57,104.25,0.00,344.35,587.46,0.00,545.04
27.45,43.38,338.44,581.38,28.23,21.01,29.39,38.45,73.22,53.09,66.03,0.00,388.38,460.36,0.00,453.25
28.46,40.50,326.12,587.56,27.04,20.68,30.00,43.34,71.35,49.28,33.87,0.00,401.99,205.21,0.00,372.49
29.18,37.75,273.56,621.25,25.38,18.91,31.29,53.50,80.81,43.30,0.00,0.00,444.69,0.00,0.00,238.33
29.52,37.00,213.88,638.62,24.40,18.47,30.98,59.07,83.53,44.13,0.00,0.00,332.39,0.00,0.00,397.92
29.54,36.38,150.81,645.19,23.13,18.72,29.41,63.60,83.52,49.16,0.00,0.00,233.89,0.00,0.00,339.55
29.12,36.00,105.12,592.38,21.92,19.21,28.90,69.26,84.56,49.04,0.00,13.73,138.93,0.00,18.07,388.87
28.21,38.50,65.94,459.75,20.92,19.58,30.12,73.67,91.46,43.61,0.00,76.90,100.68,0.00,134.27,273.90
26.93,43.75,33.56,203.31,20.36,20.94,27.13,73.05,88.19,55.95,0.00,135.31,30.52,0.00,347.94,58.00
25.52,52.88,0.00,0.00,19.24,22.80,27.75,78.96,79.17,59.79,0.00,204.02,0.00,0.00,457.38,0.00
24.31,59.50,0.00,0.00,18.82,23.41,26.40,81.58,80.30,68.51,0.00,259.31,0.00,0.00,412.60,0.00
23.15,63.50,0.00,0.00,18.81,26.46,23.06,83.01,64.54,83.55,0.00,290.66,0.00,0.00,586.74,0.00
22.01,68.75,0.00,0.00,18.96,27.89,24.12,86.16,57.91,73.77,13.49,336.90,0.00,17.76,533.24,0.00
20.85,74.12,0.00,0.00,19.41,29.13,21.20,92.60,54.10,85.79,75.98,381.47,0.00,132.66,445.18,0.00
20.09,74.75,0.00,0.00,20.73,29.87,20.40,89.59,49.77,85.69,133.28,398.18,0.00,342.72,368.97,0.00
19.53,77.12,0.00,0.00,22.52,30.69,19.19,80.78,45.34,90.90,200.20,427.06,0.00,448.81,228.89,0.00
19.11,79.62,0.00,0.00,23.76,30.64,18.93,78.40,45.25,90.62,266.10,324.70,0.00,423.40,388.71,0.00
18.88,82.50,0.00,0.00,26.15,29.89,19.66,66.02,47.58,84.95,284.55,242.51,0.00,574.40,352.05,0.00
18.74,87.75,13.25,17.44,27.74,29.47,19.68,58.58,47.21,86.57,333.17,145.02,10.64,527.34,405.94,48.99
19.26,93.75,75.06,131.06,29.00,29.63,20.66,54.61,45.25,85.31,378.01,97.40,62.94,441.15,264.98,298.44
20.54,91.00,131.25,337.50,29.80,27.61,21.82,50.01,54.17,80.52,396.28,31.63,108.99,367.20,60.13,524.50
22.29,82.38,196.38,440.25,30.39,27.25,23.19,46.36,62.09,75.10,418.25,0.00,136.99,224.16,0.00,649.57
24.06,76.50,272.88,434.19,30.47,25.96,24.64,45.82,70.82,73.01,320.85,0.00,187.80,384.11,0.00,658.60
25.89,67.50,278.44,562.06,30.13,23.73,25.67,46.79,79.90,67.80,246.81,0.00,242.86,358.31,0.00,577.39
27.60,59.25,329.44,521.44,29.75,23.62,27.82,46.30,76.64,55.47,148.07,0.00,284.60,414.47,0.00,602.05
28.89,55.12,374.56,437.12,29.39,21.56,28.87,46.06,83.70,50.88,95.76,0.00,331.29,260.52,0.00,556.40
29.74,50.25,394.38,365.44,27.85,20.66,29.18,53.27,84.15,50.30,32.19,0.00,319.68,61.19,0.00,474.41
30.13,47.38,409.44,219.44,27.00,19.63,30.57,63.23,88.20,46.17,0.00,0.00,336.26,0.00,0.00,445.68
30.32,46.38,317.00,379.50,25.74,19.17,31.13,71.97,89.12,45.40,0.00,0.00,313.20,0.00,0.00,401.06
30.34,46.00,251.12,364.56,24.06,19.32,30.28,78.08,87.10,48.38,0.00,0.00,225.04,0.00,0.00,373.03
29.99,45.38,151.12,423.00,23.37,19.28,31.36,78.07,89.22,43.31,0.00,10.35,190.17,0.00,47.65,309.85
29.18,46.88,94.12,256.06,21.74,20.04,30.49,82.66,89.47,43.81,0.00,60.37,121.62,0.00,286.28,171.71
28.05,52.38,32.75,62.25,20.79,21.29,27.44,83.39,83.82,52.64,0.00,105.15,32.23,0.00,506.03,91.45
26.79,64.38,0.00,0.00,19.85,22.88,26.48,86.85,76.86,57.95,0.00,134.05,0.00,0.00,635.66,0.00
25.55,73.12,0.00,0.00,19.29,24.59,26.90,88.37,73.26,55.65,0.00,187.18,0.00,0.00,656.43,0.00
24.35,76.25,0.00,0.00,19.15,26.03,23.61,88.18,66.15,68.15,0.00,249.40,0.00,0.00,592.95,0.00
23.15,79.50,0.00,0.00,19.07,27.88,23.68,90.55,55.24,68.83,10.21,285.83,0.00,46.98,604.65,0.00
21.89,81.62,0.00,0.00,19.73,29.07,20.38,91.54,50.19,89.35,59.09,336.05,0.00,280.20,564.39,0.00
20.90,82.62,0.00,0.00,21.03,29.71,20.51,85.47,48.52,92.70,103.23,332.81,0.00,496.79,493.90,0.00
20.04,85.50,0.00,0.00,22.72,30.70,19.49,77.74,45.78,100.00,132.59,339.25,0.00,628.70,449.65,0.00
19.39,87.62,0.00,0.00,24.57,31.09,18.22,73.38,45.51,100.00,186.87,312.45,0.00,655.34,400.09,0.00
19.01,89.25,0.00,0.00,26.21,30.64,18.07,65.32,47.19,100.00,252.67,231.17,0.00,600.72,383.21,0.00
18.90,91.88,10.06,46.31,27.91,30.86,19.49,55.12,44.97,91.48,286.45,183.86,13.98,605.95,299.58,16.48
19.46,93.62,57.81,274.12,29.17,29.93,19.26,49.85,45.72,97.06,338.43,117.12,77.84,568.38,165.36,117.16
20.80,87.12,101.31,487.56,29.97,27.83,20.32,47.64,51.26,92.62,339.38,33.17,137.39,503.64,94.13,323.15
22.59,78.62,131.12,621.75,30.76,26.72,22.12,45.58,56.98,84.09,340.75,0.00,166.15,451.63,0.00,551.95
24.55,73.50,186.56,654.25,31.07,26.24,23.26,45.56,58.58,76.79,312.07,0.00,195.03,399.60,0.00,600.13
26.36,64.50,255.94,608.50,30.82,23.96,24.62,46.59,66.51,70.27,234.24,0.00,247.23,388.29,0.00,558.51
27.94,55.00,287.06,607.25,30.61,23.29,26.21,45.79,70.85,63.99,180.71,0.00,271.91,294.44,0.00,579.32
29.25,49.50,340.81,572.38,29.65,21.01,29.34,46.67,85.68,50.15,114.87,0.00,368.44,162.18,0.00,563.87
30.20,46.75,345.94,513.38,28.02,20.53,30.11,50.57,92.60,47.27,33.65,0.00,385.22,95.47,0.00,459.55
30.81,45.38,342.25,453.62,26.85,19.57,28.76,56.49,99.44,53.53,0.00,0.00,317.96,0.00,0.00,375.46
31.06,45.62,311.69,399.12,25.91,18.59,29.07,60.04,100.00,56.03,0.00,0.00,280.63,0.00,0.00,362.49
30.98,46.00,237.31,393.38,24.14,18.30,30.21,65.70,100.00,54.11,0.00,0.00,242.82,0.00,0.00,386.62
30.40,46.62,177.56,289.31,23.10,18.89,30.00,71.87,95.74,53.61,0.00,13.43,171.41,0.00,15.84,339.42
29.41,47.62,112.62,159.00,21.32,19.05,27.89,83.84,98.53,61.65,0.00,76.73,105.08,0.00,115.48,169.53
28.19,49.88,34.12,96.81,20.53,20.19,27.97,92.55,93.50,61.18,0.00,136.13,32.92,0.00,320.20,152.81
26.95,56.00,0.00,0.00,19.61,21.92,25.48,99.16,85.36,74.85,0.00,163.79,0.00,0.00,544.13,0.00
25.62,61.50,0.00,0.00,18.77,23.46,26.09,100.00,75.71,66.80,0.00,197.96,0.00,0.00,609.13,0.00
24.29,64.88,0.00,0.00,18.41,25.09,23.40,100.00,68.07,75.15,0.00,256.06,0.00,0.00,578.45,0.00
22.93,72.88,0.00,0.00,18.60,26.72,23.47,97.87,61.81,73.83,13.15,282.67,0.00,15.51,602.25,0.00
21.59,82.00,0.00,0.00,18.95,28.93,20.30,99.26,51.70,89.81,76.18,358.31,0.00,114.65,548.37,0.00
20.54,92.50,0.00,0.00,20.13,29.76,19.33,93.94,48.51,90.50,135.51,376.08,0.00,318.73,448.65,0.00
19.64,98.88,0.00,0.00,21.82,29.41,18.96,85.99,51.27,90.99,162.62,334.17,0.00,540.22,394.61,0.00
18.93,100.00,0.00,0.00,23.56,29.69,17.51,75.16,53.76,98.56,199.42,294.16,0.00,613.62,379.97,0.00
18.51,100.00,0.00,0.00,25.32,30.20,18.03,66.98,54.18,93.80,260.47,242.50,0.00,588.41,386.12,0.00
18.34,100.00,12.88,15.19,26.98,29.82,18.36,60.71,54.31,89.95,288.06,169.30,10.71,613.72,335.24,57.12
18.86,100.00,75.62,113.81,28.72,28.31,17.81,52.48,59.89,92.19,353.25,108.48,53.61,540.63,175.01,297.61
20.07,94.38,134.88,317.25,29.59,27.75,21.70,49.13,62.15,71.83,371.51,32.43,103.49,443.20,150.53,586.29
21.73,86.62,161.44,536.31,29.73,25.90,22.15,50.13,72.74,75.70,342.27,0.00,123.36,404.18,0.00,645.39
23.65,74.62,200.88,618.12,30.00,25.52,24.83,52.63,69.77,63.72,300.93,0.00,174.54,388.70,0.00,723.92
25.52,65.88,264.88,598.38,30.19,23.58,24.82,54.21,74.20,64.84,242.35,0.00,187.26,385.87,0.00,641.31
27.20,59.62,293.44,625.19,29.74,22.96,27.18,54.65,76.72,56.61,168.25,0.00,239.52,333.15,0.00,661.74
28.55,53.25,348.19,532.88,28.53,20.76,28.71,59.00,87.03,50.82,110.18,0.00,310.24,177.76,0.00,583.51
29.44,49.75,366.94,437.75,27.64,19.78,29.66,62.63,87.75,47.78,32.19,0.00,305.49,149.39,0.00,555.08
30.01,49.00,350.38,413.75,26.11,19.19,29.90,71.68,89.55,49.26,0.00,0.00,265.38,0.00,0.00,544.78
30.26,51.50,307.69,397.44,25.24,18.17,30.55,71.26,94.28,47.96,0.00,0.00,213.92,0.00,0.00,573.69
30.18,54.25,242.19,385.62,23.67,18.23,30.89,73.73,92.53,48.20,0.00,0.00,166.19,0.00,0.00,564.42
29.66,55.00,167.19,331.06,22.71,18.30,29.72,78.17,90.35,53.72,0.00,10.67,120.11,0.00,56.87,458.23
28.71,58.12,111.88,180.50,20.99,18.40,30.53,85.64,88.60,51.83,0.00,56.08,81.57,0.00,311.37,409.96
27.55,63.12,31.94,148.25,20.01,21.03,29.61,86.37,75.66,53.56,0.00,98.93,30.80,0.00,560.49,233.73
26.29,70.62,0.00,0.00,19.30,22.17,27.26,88.84,75.60,64.56,0.00,123.52,0.00,0.00,646.25,0.00
24.99,72.75,0.00,0.00,18.50,24.48,24.52,92.14,65.42,79.24,0.00,170.33,0.00,0.00,706.46,0.00
23.75,73.25,0.00,0.00,18.33,25.48,25.69,91.89,62.04,68.88,0.00,197.00,0.00,0.00,674.68,0.00
22.49,79.62,0.00,0.00,18.27,27.53,23.56,90.55,55.25,77.51,10.64,245.92,0.00,56.75,679.40,0.00
21.19,84.25,0.00,0.00,18.70,28.99,23.05,86.80,49.85,76.45,57.32,316.65,0.00,318.24,595.57,0.00
20.20,85.00,0.00,0.00,20.69,29.97,20.41,77.58,46.77,87.10,96.66,312.59,0.00,547.59,567.98,0.00
19.40,88.12,0.00,0.00,22.18,30.46,19.61,75.55,47.44,87.95,123.61,276.88,0.00,646.69,568.39,0.00
18.79,90.00,0.00,0.00,24.30,30.95,20.19,66.27,46.67,83.00,168.22,220.37,0.00,697.73,590.97,0.00
18.41,91.25,0.00,0.00,25.81,31.09,19.29,60.65,47.54,85.29,201.88,168.60,0.00,691.37,572.58,0.00
18.24,90.75,10.62,56.62,27.71,30.26,19.02,54.56,51.80,85.08,249.11,125.11,11.40,688.23,477.34,13.18
18.95,85.00,58.56,325.12,29.13,30.16,20.18,49.36,53.29,82.74,319.86,79.51,76.98,601.59,399.58,78.47
20.40,79.50,94.38,534.69,30.13,29.04,20.93,46.26,55.90,83.65,316.14,29.65,156.47,574.43,225.02,153.62
22.19,75.50,123.69,647.12,30.74,27.19,22.25,46.53,64.90,80.76,282.63,0.00,208.37,580.19,0.00,310.98
24.15,67.12,166.12,689.00,31.15,25.21,24.92,46.02,75.68,69.61,223.59,0.00,286.35,599.61,0.00,410.79
26.09,59.25,206.75,708.06,31.19,25.15,26.58,47.21,71.75,59.36,169.80,0.00,346.89,576.67,0.00,400.48
27.86,53.88,252.31,697.06,30.53,23.50,26.85,50.84,77.82,58.06,127.62,0.00,301.25,486.89,0.00,450.17
29.25,48.88,323.06,607.62,29.97,22.63,30.80,54.02,78.85,44.46,78.47,0.00,376.37,394.38,0.00,591.84
30.26,45.75,319.69,580.88,28.76,20.90,31.34,57.08,84.24,42.27,29.07,0.00,323.81,220.67,0.00,641.46
30.98,45.62,288.38,592.00,27.15,20.16,31.57,65.08,84.79,39.99,0.00,0.00,301.60,0.00,0.00,550.90
31.32,45.38,226.81,608.25,25.55,20.17,31.20,73.90,83.12,40.30,0.00,0.00,202.07,0.00,0.00,556.82
31.27,46.88,171.00,580.75,24.88,19.56,31.63,73.18,83.70,39.77,0.00,0.00,162.10,0.00,0.00,546.99
30.76,49.88,130.12,496.44,23.47,19.37,33.36,77.97,83.04,33.85,0.00,11.70,114.97,0.00,13.53,654.74
29.81,54.75,77.44,389.19,22.43,20.22,30.56,80.05,82.50,40.93,0.00,77.21,61.10,0.00,78.70,451.95
28.52,58.25,28.50,216.31,21.15,21.15,29.65,82.81,82.38,42.78,0.00,158.98,32.92,0.00,156.09,211.96
27.12,65.25,0.00,0.00,20.43,22.60,28.48,83.20,78.82,47.79,0.00,213.91,0.00,0.00,319.24,0.00
25.85,72.12,0.00,0.00,20.16,24.82,26.06,83.19,70.11,57.28,0.00,284.33,0.00,0.00,407.90,0.00
24.65,74.62,0.00,0.00,19.69,26.52,26.24,82.91,59.62,57.06,0.00,345.39,0.00,0.00,398.74,0.00
23.45,78.12,0.00,0.00,19.55,27.50,23.90,82.02,55.59,67.23,11.85,316.68,0.00,13.71,473.24,0.00
22.25,81.25,0.00,0.00,20.24,30.17,21.60,82.37,46.67,77.08,77.32,360.78,0.00,78.82,567.33,0.00
21.36,81.38,0.00,0.00,21.26,31.09,20.95,81.75,43.08,79.80,160.24,318.10,0.00,157.32,630.13,0.00
20.66,81.62,0.00,0.00,22.78,31.66,21.00,77.85,39.74,77.95,216.67,303.49,0.00,323.37,554.36,0.00
20.15,83.25,0.00,0.00,24.77,31.74,19.81,70.37,38.84,82.38,283.32,210.63,0.00,406.45,580.41,0.00
19.81,82.12,0.00,0.00,26.49,32.03,19.46,59.75,38.70,84.69,344.63,167.02,0.00,397.87,563.59,0.00
19.70,81.00,12.00,13.88,27.82,32.70,18.95,54.35,35.62,86.83,324.40,110.01,10.74,484.78,626.53,42.44
20.26,82.25,77.44,78.94,29.85,30.93,18.54,47.78,39.91,87.75,352.99,62.80,59.60,555.07,464.54,234.78
21.35,81.12,161.50,158.56,30.96,29.91,18.79,43.48,42.01,85.20,315.24,33.56,113.17,624.47,216.04,360.48
22.93,76.88,219.44,327.50,31.70,28.69,20.78,39.62,47.09,70.82,304.43,0.00,195.95,556.08,0.00,374.88
24.73,70.62,282.31,405.00,32.02,26.76,24.11,38.11,54.70,52.70,214.91,0.00,307.91,592.20,0.00,442.67
26.46,59.88,343.88,397.00,32.23,26.01,23.36,38.16,58.03,56.98,169.48,0.00,333.46,571.89,0.00,338.74
28.10,53.12,332.12,496.31,32.37,24.05,25.59,36.50,66.49,50.13,107.54,0.00,403.73,612.42,0.00,340.63
29.58,48.88,345.19,542.81,31.11,22.12,27.68,39.39,74.42,42.84,63.65,0.00,437.20,470.83,0.00,404.57
30.85,43.88,312.38,618.81,30.04,21.07,27.06,41.63,79.09,44.52,33.87,0.00,346.22,218.08,0.00,428.51
31.74,39.50,305.38,557.81,28.80,20.39,29.22,46.73,81.66,37.97,0.00,0.00,371.77,0.00,0.00,480.21
32.25,37.38,219.19,604.00,27.10,19.32,28.99,53.41,85.50,39.08,0.00,0.00,254.26,0.00,0.00,581.28
32.40,37.62,171.94,580.19,25.90,18.86,28.12,58.52,88.72,41.08,0.00,0.00,160.56,0.00,0.00,601.82
32.09,37.38,105.06,598.31,24.13,18.48,29.06,66.12,89.97,37.25,0.00,10.40,124.86,0.00,41.09,559.39
31.27,38.88,64.50,477.12,22.38,18.55,27.51,73.08,87.68,42.66,0.00,59.65,82.31,0.00,234.95,313.99
30.15,41.25,34.19,220.12,21.14,19.30,25.56,78.73,82.29,50.59,0.00,117.64,30.34,0.00,374.74,112.27
28.89,46.38,0.00,0.00,20.08,21.02,26.06,83.52,69.66,52.34,0.00,199.38,0.00,0.00,381.44,0.00
27.40,52.12,0.00,0.00,19.07,23.43,25.29,87.06,55.54,57.42,0.00,294.26,0.00,0.00,423.06,0.00
25.80,59.00,0.00,0.00,18.55,23.87,23.06,90.73,55.05,68.67,0.00,346.51,0.00,0.00,351.99,0.00
24.20,65.75,0.00,0.00,18.24,25.59,21.22,91.55,50.12,75.32,10.23,403.77,0.00,40.42,340.66,0.00
22.60,71.75,0.00,0.00,18.56,27.13,20.50,87.65,44.67,75.54,59.67,421.25,0.00,235.03,389.81,0.00
21.19,78.38,0.00,0.00,19.56,27.29,18.12,80.83,43.82,87.69,119.88,352.05,0.00,381.87,435.72,0.00
19.82,85.38,0.00,0.00,21.14,28.64,18.44,69.08,39.68,82.49,201.10,357.64,0.00,384.72,461.95,0.00
18.86,88.62,0.00,0.00,23.09,28.76,16.68,56.96,39.73,92.51,287.44,250.28,0.00,413.25,572.20,0.00
18.29,92.75,0.00,0.00,24.12,28.42,16.49,54.08,40.23,91.37,353.04,164.18,0.00,358.62,615.41,0.00
18.04,93.12,10.06,39.75,25.59,28.74,18.09,50.12,38.13,77.55,403.79,122.18,11.45,340.67,547.39,50.13
18.56,87.62,59.69,235.12,26.86,27.60,16.62,45.59,42.39,86.47,413.28,82.85,55.26,382.44,316.03,251.01
19.78,79.38,122.12,389.00,27.40,26.07,20.14,43.47,48.85,67.18,354.97,31.55,110.68,439.33,116.73,504.61
21.24,68.50,202.81,388.00,28.36,25.69,21.96,40.53,53.79,59.36,350.57,0.00,157.86,452.82,0.00,623.85
22.80,58.38,280.62,403.44,28.65,24.63,23.16,40.05,60.40,52.58,248.30,0.00,217.90,567.66,0.00,606.41
24.34,53.12,359.56,365.25,28.57,22.83,25.59,39.81,69.84,41.99,166.00,0.00,270.97,622.20,0.00,677.64
25.59,50.12,403.81,340.69,28.58,21.22,27.01,38.56,75.29,38.42,120.84,0.00,269.59,541.38,0.00,716.12
26.62,46.50,405.31,375.06,27.64,20.18,27.55,42.25,77.33,38.69,83.11,0.00,253.36,317.04,0.00,685.26
27.50,43.12,357.88,442.94,26.33,18.52,28.65,47.99,85.29,36.91,32.15,0.00,227.14,118.96,0.00,706.95
28.11,41.38,343.50,443.69,25.51,18.26,29.29,54.52,83.56,36.69,0.00,0.00,213.53,0.00,0.00,670.84
28.55,40.38,246.31,563.12,24.30,17.13,31.69,61.89,89.69,31.63,0.00,0.00,205.53,0.00,0.00,759.44
28.70,39.38,167.81,629.00,22.72,16.86,31.58,70.42,89.06,31.47,0.00,0.00,150.70,0.00,0.00,736.00
28.45,39.00,119.50,535.38,21.23,17.55,30.03,75.27,80.84,35.85,0.00,11.03,100.72,0.00,48.32,610.96
27.68,42.12,83.38,318.06,20.03,17.14,28.62,78.22,83.49,40.10,0.00,57.48,66.40,0.00,261.06,429.29
26.55,47.12,32.75,121.19,18.73,19.55,28.72,84.08,70.28,38.22,0.00,106.37,36.29,0.00,484.96,212.68
25.35,55.25,0.00,0.00,18.18,21.35,27.29,84.09,62.18,43.88,0.00,151.56,0.00,0.00,598.92,0.00
24.02,63.38,0.00,0.00,17.36,22.92,25.91,88.29,53.54,48.81,0.00,214.20,0.00,0.00,596.11,0.00
22.62,71.00,0.00,0.00,17.05,25.04,23.74,87.90,43.80,54.95,0.00,260.99,0.00,0.00,652.66,0.00
21.23,75.25,0.00,0.00,17.27,26.65,22.61,82.48,39.46,57.34,10.83,263.01,0.00,47.41,698.65,0.00
19.89,79.12,0.00,0.00,17.40,27.72,21.72,81.99,38.22,58.27,58.58,256.59,0.00,266.09,693.97,0.00
18.90,82.88,0.00,0.00,19.25,28.88,19.88,71.83,36.33,66.81,104.22,230.95,0.00,475.14,718.78,0.00
18.10,84.62,0.00,0.00,21.05,29.63,18.51,63.59,35.85,73.50,148.40,218.95,0.00,586.46,687.89,0.00
17.55,86.88,0.00,0.00,22.80,31.02,18.35,54.02,33.32,74.13,212.35,196.52,0.00,590.96,726.12,0.00
17.21,86.75,0.00,0.00,24.76,30.99,18.44,44.71,32.92,75.15,255.99,144.82,0.00,640.18,707.28,0.00
17.04,84.12,10.62,46.50,26.47,30.03,16.71,39.98,35.86,84.81,259.73,100.67,7.52,689.92,610.67,82.38
17.62,80.50,59.69,271.12,27.81,28.85,18.22,37.98,39.49,75.78,258.20,67.48,43.53,698.33,436.27,483.35
19.00,73.38,102.06,465.31,28.99,28.21,19.59,36.04,39.73,71.94,232.85,35.05,69.24,724.70,205.40,706.39
20.79,65.00,145.25,574.00,29.79,26.82,20.86,35.42,45.44,66.94,221.67,0.00,90.26,696.42,0.00,798.70
