 dm	 m	 h	G_Dh	G_h	 Ta	 FF	 DD	 RH	RR	N
 27	 7	 15	205	858	35.4	7.6	41	41	0.0	0
 27	 7	 16	157	721	35.7	8.0	63	39	0.0	0
 27	 7	 17	111	540	35.4	5.7	78	41	0.0	0
 27	 7	 18	74	339	34.6	5.2	206	43	0.0	0
 27	 7	 19	46	136	33.3	6.2	248	48	0.0	0
 27	 7	 20	3	3	31.8	6.7	202	49	0.0	0
 27	 7	 21	0	0	30.6	6.2	173	63	0.0	0
 27	 7	 22	0	0	29.3	4.9	57	66	0.0	0
 27	 7	 23	0	0	28.1	4.9	170	69	0.0	0
 27	 7	 24	0	0	26.8	4.9	223	74	0.0	0
 28	 7	 1	0	0	25.8	3.8	158	76	0.0	0
 28	 7	 2	0	0	24.6	2.7	201	78	0.0	0
 28	 7	 3	0	0	24.0	3.2	225	85	0.0	0
 28	 7	 4	0	0	23.4	2.5	322	86	0.0	0
 28	 7	 5	0	0	23.0	2.0	250	90	0.0	0
 28	 7	 6	0	0	22.9	1.9	211	92	0.0	0
 28	 7	 7	38	89	23.8	1.7	244	88	0.0	0
 28	 7	 8	73	284	25.5	1.6	237	84	0.0	0
 28	 7	 9	97	499	27.4	2.0	244	75	0.0	0
 28	 7	 10	122	695	29.4	2.7	163	64	0.0	0
 28	 7	 11	153	852	31.3	2.9	197	58	0.0	0
 28	 7	 12	180	952	32.9	2.9	224	52	0.0	0
 28	 7	 13	194	994	34.3	3.6	250	48	0.0	0
 28	 7	 14	177	973	35.2	4.3	220	45	0.0	0
 28	 7	 15	153	886	35.8	4.1	214	42	0.0	0
 28	 7	 16	125	740	35.9	4.4	254	41	0.0	0
 28	 7	 17	87	557	35.6	4.0	182	43	0.0	0
 28	 7	 18	68	342	34.7	4.4	241	46	0.0	0
 28	 7	 19	45	135	33.4	4.0	299	50	0.0	0
 28	 7	 20	2	2	31.9	3.6	279	56	0.0	0
 28	 7	 21	0	0	30.7	2.9	302	64	0.0	0
 28	 7	 22	0	0	29.5	1.7	284	71	0.0	0
 28	 7	 23	0	0	28.2	2.3	302	77	0.0	0
 28	 7	 24	0	0	27.0	1.9	273	84	0.0	0
 29	 7	 1	0	0	26.3	1.0	286	84	0.0	0
 29	 7	 2	0	0	25.5	1.3	286	86	0.0	0
 29	 7	 3	0	0	25.1	0.8	286	91	0.0	0
 29	 7	 4	0	0	24.7	0.9	284	92	0.0	0
 29	 7	 5	0	0	24.4	0.7	248	94	0.0	0
 29	 7	 6	0	0	24.3	0.8	210	96	0.0	0
 29	 7	 7	42	83	25.2	0.7	191	91	0.0	0
 29	 7	 8	87	265	26.9	1.6	254	83	0.0	0
 29	 7	 9	127	474	28.9	1.6	230	75	0.0	0
 29	 7	 10	168	665	30.9	1.7	221	58	0.0	0
 29	 7	 11	242	802	32.8	2.0	220	51	0.0	2
 29	 7	 12	278	903	34.4	2.1	242	46	0.0	2
 29	 7	 13	305	940	35.7	3.4	202	41	0.0	3
 29	 7	 14	283	920	36.7	3.2	107	41	0.0	2
 29	 7	 15	219	849	37.3	3.2	73	39	0.0	0
 29	 7	 16	152	722	37.5	2.7	167	37	0.0	0
 29	 7	 17	105	542	37.3	4.6	173	38	0.0	0
 29	 7	 18	76	334	36.5	4.0	178	41	0.0	0
 29	 7	 19	43	135	35.2	2.7	225	44	0.0	0
 29	 7	 20	3	3	33.8	2.7	190	47	0.0	0
 29	 7	 21	0	0	32.2	2.0	194	55	0.0	0
 29	 7	 22	0	0	30.7	1.7	172	60	0.0	0
 29	 7	 23	0	0	29.2	1.4	119	62	0.0	0
 29	 7	 24	0	0	27.6	2.5	24	67	0.0	1
 30	 7	 1	0	0	26.4	2.1	122	71	0.0	1
 30	 7	 2	0	0	25.0	2.0	111	76	0.0	1
 30	 7	 3	0	0	24.2	2.1	228	77	0.0	1
 30	 7	 4	0	0	23.5	1.9	156	83	0.0	1
 30	 7	 5	0	0	22.9	1.3	358	88	0.0	1
 30	 7	 6	0	0	22.8	1.7	31	90	0.0	1
 30	 7	 7	43	78	23.5	1.3	120	88	0.0	1
 30	 7	 8	100	249	24.9	1.4	144	81	0.0	1
 30	 7	 9	173	445	26.5	3.8	111	77	0.0	3
 30	 7	 10	233	614	28.2	3.4	21	68	0.0	3
 30	 7	 11	281	743	29.7	3.6	127	61	0.0	3
 30	 7	 12	307	839	31.1	3.6	113	57	0.0	3
 30	 7	 13	335	877	32.1	3.6	87	53	0.0	4
 30	 7	 14	343	838	32.9	6.0	178	48	0.0	4
 30	 7	 15	315	784	33.3	5.7	183	47	0.0	4
 30	 7	 16	227	678	33.5	6.7	253	47	0.0	2
 30	 7	 17	133	518	33.2	7.1	229	48	0.0	0
 30	 7	 18	91	322	32.5	5.4	241	51	0.0	0
 30	 7	 19	46	129	31.3	5.7	207	58	0.0	0
 30	 7	 20	3	3	30.0	4.9	236	65	0.0	1
 30	 7	 21	0	0	29.0	3.4	143	79	0.0	1
 30	 7	 22	0	0	28.0	1.9	175	83	0.0	1
 30	 7	 23	0	0	27.0	1.4	112	85	0.0	1
 30	 7	 24	0	0	26.0	1.4	210	86	0.0	2
 31	 7	 1	0	0	25.6	0.5	176	86	0.0	2
 31	 7	 2	0	0	25.2	1.2	105	88	0.0	2
 31	 7	 3	0	0	24.9	1.0	187	89	0.0	2
 31	 7	 4	0	0	24.7	0.7	247	94	0.0	3
 31	 7	 5	0	0	24.6	0.4	262	95	0.0	3
 31	 7	 6	0	0	24.5	0.8	248	100	0.0	3
 31	 7	 7	40	74	25.4	0.5	299	100	0.0	3
 31	 7	 8	112	233	26.8	0.8	286	93	0.0	4
 31	 7	 9	212	401	28.5	1.4	290	86	0.0	5
 31	 7	 10	291	566	30.3	2.0	303	74	0.0	5
 31	 7	 11	344	686	31.9	3.6	285	64	0.0	5
 31	 7	 12	374	759	33.3	4.6	277	57	0.0	5
 31	 7	 13	428	773	34.4	5.4	306	55	0.0	6
 31	 7	 14	420	727	35.1	5.7	300	51	0.0	6
 31	 7	 15	388	672	35.6	6.7	288	50	0.0	6
 31	 7	 16	336	559	35.7	6.2	291	50	0.0	6
 31	 7	 17	242	418	35.4	5.4	316	51	0.0	6
 31	 7	 18	183	249	34.7	5.2	288	54	0.0	7
 31	 7	 19	72	90	33.6	4.9	290	57	0.0	7
 31	 7	 20	1	1	32.4	6.3	278	61	0.0	6
 31	 7	 21	0	0	31.4	4.3	251	71	0.0	6
 31	 7	 22	0	0	30.4	4.0	245	74	0.0	6
 31	 7	 23	0	0	29.3	4.9	205	81	0.0	6
 31	 7	 24	0	0	28.3	3.8	222	87	0.0	5
 1	 8	 1	0	0	27.5	5.1	178	74	0.0	8
 1	 8	 2	0	0	26.6	4.7	223	82	0.2	8
 1	 8	 3	0	0	26.0	4.0	203	85	0.9	8
 1	 8	 4	0	0	25.7	4.0	139	86	0.1	8
 1	 8	 5	0	0	25.1	2.5	205	89	1.5	8
 1	 8	 6	0	0	24.7	3.5	257	91	3.9	8
 1	 8	 7	7	7	25.5	2.7	223	89	0.0	8
 1	 8	 8	24	24	25.7	2.9	106	88	0.0	8
 1	 8	 9	76	76	26.1	2.0	90	82	0.0	8
 1	 8	 10	58	58	26.3	3.1	85	82	0.0	8
 1	 8	 11	255	261	27.2	4.2	99	82	0.3	8
 1	 8	 12	258	263	28.0	4.7	108	70	0.0	8
 1	 8	 13	421	481	29.3	2.9	181	64	0.0	8
 1	 8	 14	444	642	30.8	2.7	89	57	0.0	7
 1	 8	 15	405	636	32.0	3.5	40	51	0.0	6
 1	 8	 16	339	375	32.2	4.0	39	62	0.5	8
 1	 8	 17	261	353	32.5	3.7	107	51	0.0	7
 1	 8	 18	138	305	32.6	3.7	235	48	0.0	8
 1	 8	 19	61	148	32.1	2.5	145	49	0.1	8
 1	 8	 20	6	6	31.4	2.1	232	50	0.0	7
 1	 8	 21	0	0	30.2	2.9	164	59	0.0	7
 1	 8	 22	0	0	29.0	3.1	190	62	0.0	7
 1	 8	 23	0	0	27.9	3.7	214	65	0.0	6
 1	 8	 24	0	0	26.7	2.1	223	69	0.0	6
 2	 8	 1	0	0	25.6	1.4	282	72	0.0	6
 2	 8	 2	0	0	24.5	1.5	276	77	0.0	5
 2	 8	 3	0	0	23.8	2.9	306	82	0.0	5
 2	 8	 4	0	0	23.2	3.5	258	83	0.0	5
 2	 8	 5	0	0	22.8	2.3	253	87	0.0	4
 2	 8	 6	0	0	22.7	2.7	258	91	0.0	4
 2	 8	 7	45	68	23.5	1.7	310	90	0.0	4
 2	 8	 8	111	236	25.0	2.3	279	85	0.0	3
 2	 8	 9	146	454	27.1	3.3	277	76	0.0	0
 2	 8	 10	218	646	29.2	3.5	266	63	0.0	2
 2	 8	 11	253	943	31.8	5.4	209	56	0.0	0
 2	 8	 12	420	587	32.4	6.2	261	55	0.0	7
 2	 8	 13	461	614	32.9	7.5	81	52	0.0	7
 2	 8	 14	491	621	33.3	9.1	110	47	0.0	7
 2	 8	 15	419	540	33.4	9.1	177	47	0.0	7
 2	 8	 16	318	336	32.8	10.8	210	47	0.0	8
 2	 8	 17	247	262	32.1	9.8	162	47	0.0	8
 2	 8	 18	143	149	31.1	8.1	222	49	0.0	8
 2	 8	 19	34	34	29.8	7.0	236	50	0.0	8
 2	 8	 20	1	1	28.7	5.4	214	53	0.0	8
 2	 8	 21	0	0	27.6	3.3	165	57	0.0	8
 2	 8	 22	0	0	26.6	4.0	240	59	0.0	7
 2	 8	 23	0	0	25.5	3.5	228	63	0.0	7
 2	 8	 24	0	0	24.4	3.5	228	64	0.0	7
 3	 8	 1	0	0	23.8	5.7	233	71	0.0	7
 3	 8	 2	0	0	23.1	5.7	261	72	0.0	7
 3	 8	 3	0	0	22.8	6.5	321	74	0.0	7
 3	 8	 4	0	0	22.5	4.7	303	74	0.0	7
 3	 8	 5	0	0	22.3	3.5	307	72	0.0	7
 3	 8	 6	0	0	22.3	3.5	301	73	0.0	6
 3	 8	 7	56	84	23.5	2.7	294	72	0.0	6
 3	 8	 8	136	203	25.0	1.7	279	66	0.0	6
 3	 8	 9	73	73	24.8	1.2	330	70	0.0	8
 3	 8	 10	61	61	24.7	1.7	229	68	0.0	8
 3	 8	 11	335	374	26.0	1.8	282	65	0.0	8
 3	 8	 12	83	83	25.8	1.8	271	62	0.0	8
 3	 8	 13	347	392	26.8	1.5	254	58	0.0	8
 3	 8	 14	375	705	28.5	1.2	227	55	0.0	5
 3	 8	 15	383	693	29.8	1.5	211	51	0.0	6
 3	 8	 16	270	648	30.8	1.4	221	50	0.0	4
 3	 8	 17	138	563	31.4	1.5	179	47	0.0	0
 3	 8	 18	144	289	31.3	2.5	233	48	0.0	4
 3	 8	 19	60	65	30.4	3.1	229	51	0.0	4
 3	 8	 20	1	1	29.4	4.0	270	55	0.0	4
 3	 8	 21	0	0	28.3	3.3	308	63	0.0	4
 3	 8	 22	0	0	27.1	4.2	308	65	0.0	4
 3	 8	 23	0	0	25.9	3.7	289	68	0.0	4
 3	 8	 24	0	0	24.8	3.1	254	74	0.0	4
 4	 8	 1	0	0	23.6	2.7	300	73	0.0	4
 4	 8	 2	0	0	22.2	2.0	296	78	0.0	4
 4	 8	 3	0	0	21.5	2.5	311	87	0.0	4
 4	 8	 4	0	0	20.7	3.1	324	94	0.0	5
 4	 8	 5	0	0	20.1	1.1	314	95	0.0	5
 4	 8	 6	0	0	20.0	1.0	257	95	0.0	5
 4	 8	 7	44	65	20.5	1.2	317	91	0.0	5
 4	 8	 8	123	225	21.7	1.5	327	85	0.0	5
 4	 8	 9	207	400	23.3	2.1	298	73	0.0	5
 4	 8	 10	293	556	24.8	2.1	295	62	0.0	5
 4	 8	 11	351	674	26.2	2.7	293	57	0.0	5
 4	 8	 12	359	762	27.4	3.3	290	53	0.0	5
 4	 8	 13	372	796	28.4	3.3	298	49	0.0	5
 4	 8	 14	374	770	29.0	3.3	280	48	0.0	5
 4	 8	 15	364	701	29.3	2.5	284	51	0.0	5
 4	 8	 16	320	578	29.3	2.3	240	49	0.0	5
 4	 8	 17	235	419	28.9	2.0	210	48	0.0	5
 4	 8	 18	144	253	28.0	2.0	236	51	0.0	5
 4	 8	 19	61	94	26.8	2.5	167	56	0.0	5
 4	 8	 20	1	1	25.5	1.8	223	59	0.0	5
 4	 8	 21	0	0	24.3	1.4	241	67	0.0	5
 4	 8	 22	0	0	23.2	1.5	181	71	0.0	5
 4	 8	 23	0	0	22.0	1.2	101	78	0.0	5
 4	 8	 24	0	0	20.8	0.8	178	78	0.0	5
 5	 8	 1	0	0	20.6	0.2	84	79	0.0	4
 5	 8	 2	0	0	20.4	0.1	67	82	0.0	4
 5	 8	 3	0	0	20.3	0.9	108	83	0.0	4
 5	 8	 4	0	0	20.1	0.7	89	84	0.0	4
 5	 8	 5	0	0	20.1	0.3	223	85	0.0	4
 5	 8	 6	0	0	20.0	0.9	219	86	0.0	4
 5	 8	 7	41	65	21.0	0.7	286	86	0.0	4
 5	 8	 8	112	223	22.8	1.4	312	81	0.0	4
 5	 8	 9	209	394	25.0	1.4	308	74	0.0	5
 5	 8	 10	292	556	27.3	2.1	298	61	0.0	5
 5	 8	 11	355	677	29.4	2.3	342	55	0.0	5
 5	 8	 12	384	751	31.2	1.8	302	51	0.0	5
 5	 8	 13	409	772	32.6	3.1	302	45	0.0	5
 5	 8	 14	402	745	33.6	3.5	299	42	0.0	5
 5	 8	 15	369	691	34.2	3.1	329	41	0.0	5
 5	 8	 16	317	580	34.5	1.8	314	41	0.0	5
 5	 8	 17	226	430	34.2	1.7	311	41	0.0	5
 5	 8	 18	137	263	33.3	1.5	300	42	0.0	4
 5	 8	 19	62	95	31.9	1.4	323	46	0.0	5
 5	 8	 20	1	1	30.4	1.1	324	55	0.0	5
 5	 8	 21	0	0	29.5	2.1	311	66	0.0	5
 5	 8	 22	0	0	28.6	1.5	291	65	0.0	5
 5	 8	 23	0	0	27.6	1.0	268	68	0.0	6
 5	 8	 24	0	0	26.7	1.2	306	68	0.0	6
 6	 8	 1	0	0	25.9	1.8	314	69	0.0	6
 6	 8	 2	0	0	25.1	2.0	316	70	0.0	6
 6	 8	 3	0	0	24.7	1.4	254	73	0.0	7
 6	 8	 4	0	0	24.2	1.5	264	74	0.0	7
 6	 8	 5	0	0	23.9	2.0	261	74	0.0	7
 6	 8	 6	0	0	23.9	1.5	262	80	0.0	7
 6	 8	 7	22	22	24.1	1.8	178	83	0.2	8
 6	 8	 8	130	140	25.2	1.7	56	83	0.5	8
 6	 8	 9	164	165	25.9	1.1	82	82	0.3	8
 6	 8	 10	156	157	26.4	0.9	346	68	0.0	8
 6	 8	 11	73	73	25.9	1.2	59	83	1.5	8
 6	 8	 12	376	418	27.5	0.7	66	82	0.0	8
 6	 8	 13	412	432	28.4	0.5	89	66	0.0	8
 6	 8	 14	349	368	29.0	0.2	172	66	0.0	8
 6	 8	 15	384	414	29.5	0.5	180	61	0.1	8
 6	 8	 16	343	554	30.3	0.3	245	60	0.0	6
 6	 8	 17	254	369	30.6	0.5	242	59	0.0	7
 6	 8	 18	107	326	30.7	0.5	296	60	0.0	0
 6	 8	 19	46	107	30.1	0.0	313	58	0.0	1
 6	 8	 20	2	2	29.3	0.2	283	61	0.0	1
 6	 8	 21	0	0	28.2	0.3	230	65	0.0	2
 6	 8	 22	0	0	27.1	0.1	249	67	0.0	2
 6	 8	 23	0	0	26.0	0.9	245	67	0.0	3
 6	 8	 24	0	0	24.9	1.5	232	72	0.0	3
 7	 8	 1	0	0	24.0	1.7	259	77	0.0	4
 7	 8	 2	0	0	23.0	2.0	254	83	0.0	5
 7	 8	 3	0	0	22.6	1.0	220	82	0.0	5
 7	 8	 4	0	0	22.1	1.5	175	85	0.0	6
 7	 8	 5	0	0	21.7	2.5	224	87	0.0	6
 7	 8	 6	0	0	21.7	1.5	174	86	0.0	7
 7	 8	 7	39	44	22.3	2.7	93	83	0.0	7
 7	 8	 8	22	22	22.2	3.3	63	84	0.0	8
 7	 8	 9	41	41	22.3	2.5	82	80	0.0	8
 7	 8	 10	77	77	22.6	2.9	78	78	0.0	8
 7	 8	 11	389	531	24.7	4.0	357	72	0.0	7
 7	 8	 12	481	619	26.5	2.5	21	65	0.0	7
 7	 8	 13	438	701	28.2	2.0	1	59	0.0	6
 7	 8	 14	340	385	28.5	2.0	29	58	0.0	8
 7	 8	 15	403	555	29.2	2.7	341	55	0.0	7
 7	 8	 16	307	619	30.0	2.0	16	53	0.0	5
 7	 8	 17	255	327	29.9	3.1	24	55	0.0	7
 7	 8	 18	160	232	29.6	2.7	345	55	0.0	6
 7	 8	 19	51	51	28.7	2.5	336	58	0.0	6
 7	 8	 20	0	0	27.8	2.1	348	61	0.0	6
 7	 8	 21	0	0	26.8	2.5	341	70	0.0	5
 7	 8	 22	0	0	25.7	2.3	342	74	0.0	5
 7	 8	 23	0	0	24.7	4.2	340	81	0.0	5
 7	 8	 24	0	0	23.7	4.7	348	81	0.0	4
 8	 8	 1	0	0	22.8	4.7	344	81	0.0	4
 8	 8	 2	0	0	21.9	3.7	344	85	0.0	4
 8	 8	 3	0	0	21.4	3.7	336	83	0.0	3
 8	 8	 4	0	0	20.9	4.0	20	83	0.0	3
 8	 8	 5	0	0	20.5	1.8	347	83	0.0	3
 8	 8	 6	0	0	20.5	1.7	11	83	0.0	2
 8	 8	 7	38	65	21.3	2.0	69	79	0.0	2
 8	 8	 8	97	237	23.1	1.5	15	74	0.0	2
 8	 8	 9	166	426	25.3	3.5	348	68	0.0	3
 8	 8	 10	212	610	27.6	5.0	100	53	0.0	3
 8	 8	 11	278	731	29.7	5.7	170	45	0.0	4
 8	 8	 12	311	804	31.4	4.5	169	40	0.0	4
 8	 8	 13	332	859	32.9	5.4	206	35	0.0	4
 8	 8	 14	310	845	34.0	7.5	234	34	0.0	4
 8	 8	 15	286	768	34.6	7.0	236	33	0.0	3
 8	 8	 16	250	622	34.8	7.8	220	34	0.0	4
 8	 8	 17	175	472	34.5	8.1	232	35	0.0	3
 8	 8	 18	114	284	33.5	7.8	198	38	0.0	2
 8	 8	 19	56	101	32.0	6.8	264	41	0.0	2
 8	 8	 20	0	0	30.5	6.0	252	44	0.0	2
 8	 8	 21	0	0	29.0	5.4	257	52	0.0	2
 8	 8	 22	0	0	27.5	4.5	261	56	0.0	2
 8	 8	 23	0	0	26.1	4.7	237	61	0.0	1
 8	 8	 24	0	0	24.6	4.5	204	67	0.0	1
 9	 8	 1	0	0	23.4	5.4	264	71	0.0	1
 9	 8	 2	0	0	22.2	6.2	231	75	0.0	1
 9	 8	 3	0	0	21.5	7.5	242	81	0.0	1
 9	 8	 4	0	0	20.8	8.5	158	82	0.0	1
 9	 8	 5	0	0	20.3	7.0	168	84	0.0	0
 9	 8	 6	0	0	20.2	5.1	147	88	0.0	0
 9	 8	 7	34	66	21.0	4.5	256	88	0.0	0
 9	 8	 8	92	240	22.6	5.4	282	86	0.0	0
 9	 8	 9	138	442	24.7	5.4	240	84	0.0	0
 9	 8	 10	205	627	26.8	5.4	143	67	0.0	2
 9	 8	 11	246	769	28.8	5.4	92	57	0.0	2
 9	 8	 12	284	851	30.5	6.5	172	53	0.0	3
 9	 8	 13	317	882	31.8	7.5	195	50	0.0	3
 9	 8	 14	291	865	32.8	8.5	250	49	0.0	3
 9	 8	 15	270	786	33.3	6.8	250	48	0.0	3
 9	 8	 16	235	646	33.4	5.4	266	47	0.0	3
 9	 8	 17	175	476	33.0	5.7	227	49	0.0	2
 9	 8	 18	114	281	32.0	4.2	219	52	0.0	2
 9	 8	 19	56	98	30.5	2.9	208	53	0.0	1
 9	 8	 20	0	0	29.0	3.3	210	56	0.0	1
 9	 8	 21	0	0	27.6	2.3	94	67	0.0	1
 9	 8	 22	0	0	26.1	1.5	87	72	0.0	1
 9	 8	 23	0	0	24.7	0.4	70	75	0.0	1
 9	 8	 24	0	0	23.3	0.7	82	77	0.0	1
 10	 8	 1	0	0	22.5	0.4	107	85	0.0	1
 10	 8	 2	0	0	21.7	0.4	2	87	0.0	1
 10	 8	 3	0	0	21.2	0.9	26	86	0.0	1
 10	 8	 4	0	0	20.8	1.2	82	92	0.0	0
 10	 8	 5	0	0	20.4	1.7	3	89	0.0	0
 10	 8	 6	0	0	20.4	1.8	67	88	0.0	0
 10	 8	 7	34	67	21.3	1.4	98	88	0.0	0
 10	 8	 8	83	247	23.2	2.3	109	82	0.0	0
 10	 8	 9	142	449	25.6	1.7	50	75	0.0	0
 10	 8	 10	180	639	28.0	3.3	88	62	0.0	0
 10	 8	 11	243	787	30.3	2.1	212	56	0.0	2
 10	 8	 12	300	878	32.3	2.1	210	50	0.0	3
 10	 8	 13	300	935	34.0	2.7	215	44	0.0	3
 10	 8	 14	223	932	35.3	2.7	249	41	0.0	0
 10	 8	 15	178	852	36.1	4.0	230	39	0.0	0
 10	 8	 16	147	703	36.3	3.7	206	38	0.0	0
 10	 8	 17	102	519	36.0	4.0	136	39	0.0	0
 10	 8	 18	71	310	34.9	4.2	155	40	0.0	0
 10	 8	 19	40	111	33.4	5.4	123	46	0.0	0
 10	 8	 20	1	1	31.6	5.0	212	52	0.0	0
 10	 8	 21	0	0	30.3	4.7	99	63	0.0	0
 10	 8	 22	0	0	28.9	4.0	52	68	0.0	0
 10	 8	 23	0	0	27.6	3.5	104	76	0.0	0
 10	 8	 24	0	0	26.3	3.7	225	80	0.0	0
 11	 8	 1	0	0	25.2	4.7	160	85	0.0	0
 11	 8	 2	0	0	24.1	4.2	210	90	0.0	0
 11	 8	 3	0	0	23.5	5.7	176	89	0.0	0
 11	 8	 4	0	0	22.9	6.0	223	95	0.0	0
 11	 8	 5	0	0	22.4	6.5	238	93	0.0	0
 11	 8	 6	0	0	22.4	4.7	159	98	0.0	0
 11	 8	 7	35	66	23.2	5.0	264	95	0.0	0
 11	 8	 8	85	241	25.0	4.2	66	86	0.0	0
 11	 8	 9	130	444	27.2	4.2	208	80	0.0	0
 11	 8	 10	183	635	29.5	4.7	206	67	0.0	0
 11	 8	 11	257	776	31.7	5.0	150	59	0.0	2
 11	 8	 12	314	868	33.5	5.0	63	50	0.0	3
 11	 8	 13	327	912	35.1	5.1	113	48	0.0	3
 11	 8	 14	312	886	36.2	6.0	112	45	0.0	3
 11	 8	 15	270	799	36.8	5.0	74	45	0.0	3
 11	 8	 16	215	662	36.9	4.5	86	44	0.0	2
 11	 8	 17	153	487	36.5	6.2	106	45	0.0	0
 11	 8	 18	102	287	35.5	4.0	187	48	0.0	0
 11	 8	 19	52	98	33.9	4.5	73	53	0.0	0
 11	 8	 20	0	0	32.3	4.2	39	60	0.0	0
 11	 8	 21	0	0	31.2	3.7	24	72	0.0	0
 11	 8	 22	0	0	30.2	6.0	336	69	0.0	0
 11	 8	 23	0	0	29.1	6.5	40	73	0.0	0
 11	 8	 24	0	0	28.0	6.0	331	77	0.0	0
 12	 8	 1	0	0	27.5	4.5	326	80	0.0	0
 12	 8	 2	0	0	26.9	3.7	345	83	0.0	0
 12	 8	 3	0	0	26.6	3.7	13	84	0.0	0
 12	 8	 4	0	0	26.3	3.1	352	83	0.0	0
 12	 8	 5	0	0	26.1	4.2	12	87	0.0	0
 12	 8	 6	0	0	26.1	3.3	8	93	0.0	0
 12	 8	 7	36	58	26.8	3.5	14	89	0.0	0
 12	 8	 8	109	278	28.6	5.0	27	82	0.0	0
 12	 8	 9	227	271	29.5	3.1	77	76	0.0	8
 12	 8	 10	325	478	31.0	4.2	9	69	0.0	6
 12	 8	 11	341	387	31.6	4.5	3	67	0.0	8
 12	 8	 12	410	676	33.0	4.7	5	63	0.0	6
 12	 8	 13	502	658	34.0	4.0	75	56	0.0	7
 12	 8	 14	427	665	34.8	3.7	8	53	0.0	6
 12	 8	 15	325	357	34.6	3.7	58	61	0.2	8
 12	 8	 16	56	56	33.6	4.2	85	59	0.0	8
 12	 8	 17	41	41	32.6	4.5	59	61	0.0	8
 12	 8	 18	24	24	31.7	4.5	91	61	0.0	8
 12	 8	 19	8	8	31.0	4.0	16	66	0.1	8
 12	 8	 20	0	0	30.3	4.7	344	66	0.0	8
 12	 8	 21	0	0	29.5	5.4	14	69	0.0	7
 12	 8	 22	0	0	28.8	4.7	81	71	0.0	7
 12	 8	 23	0	0	28.0	3.7	116	72	0.0	7
 12	 8	 24	0	0	27.3	4.2	102	76	0.0	7
 13	 8	 1	0	0	26.6	4.5	77	76	0.0	7
 13	 8	 2	0	0	25.9	3.5	107	78	0.0	6
 13	 8	 3	0	0	25.2	3.7	98	80	0.0	6
 13	 8	 4	0	0	24.8	2.3	169	81	0.0	6
 13	 8	 5	0	0	24.5	2.5	227	84	0.0	6
 13	 8	 6	0	0	24.2	2.3	189	82	0.0	6
 13	 8	 7	46	46	25.2	1.5	109	78	0.0	6
 13	 8	 8	123	196	26.7	1.7	251	70	0.0	5
 13	 8	 9	263	356	28.4	2.1	182	67	0.0	7
 13	 8	 10	335	467	29.8	2.7	96	55	0.0	7
 13	 8	 11	395	564	31.1	2.5	111	51	0.0	7
 13	 8	 12	372	813	32.8	2.5	82	47	0.0	5
 13	 8	 13	454	631	33.4	2.3	80	43	0.0	7
 13	 8	 14	416	489	33.5	1.5	109	46	0.0	8
 13	 8	 15	344	364	33.2	1.4	95	46	0.0	8
 13	 8	 16	155	157	32.1	2.0	170	48	0.0	8
 13	 8	 17	214	224	31.5	1.2	94	50	0.0	8
 13	 8	 18	141	151	30.7	1.4	73	55	0.0	8
 13	 8	 19	26	26	29.7	0.9	113	60	0.0	8
 13	 8	 20	2	2	28.7	0.4	57	64	0.0	8
 13	 8	 21	0	0	28.2	0.1	17	64	0.0	8
 13	 8	 22	0	0	27.6	0.4	343	66	0.0	8
 13	 8	 23	0	0	27.0	0.8	350	70	0.0	8
 13	 8	 24	0	0	26.5	1.4	4	68	0.0	7
 14	 8	 1	0	0	26.1	1.7	2	67	0.0	7
 14	 8	 2	0	0	25.6	3.1	18	72	0.0	7
 14	 8	 3	0	0	25.2	3.7	1	78	0.0	7
 14	 8	 4	0	0	25.0	3.5	39	80	0.0	7
 14	 8	 5	0	0	24.7	3.3	90	83	0.0	7
 14	 8	 6	0	0	24.6	4.5	358	86	0.0	7
 14	 8	 7	8	8	24.8	3.5	14	86	0.0	7
 14	 8	 8	127	168	26.9	2.3	19	80	0.0	7
 14	 8	 9	233	263	28.5	3.3	33	73	0.0	8
 14	 8	 10	335	425	30.4	3.3	30	62	0.0	7
 14	 8	 11	394	566	32.3	4.5	97	53	0.0	7
 14	 8	 12	428	525	33.3	5.1	190	51	0.0	8
 14	 8	 13	357	387	33.5	5.7	144	52	0.0	8
 14	 8	 14	425	470	34.0	6.5	91	55	0.0	8
 14	 8	 15	374	449	34.3	7.0	220	51	0.0	8
 14	 8	 16	277	637	35.0	5.7	89	48	0.0	4
 14	 8	 17	146	582	35.4	5.7	137	47	0.0	0
 14	 8	 18	84	336	35.1	4.5	118	47	0.0	0
 14	 8	 19	49	110	34.1	5.0	95	49	0.0	0
 14	 8	 20	1	1	32.8	3.7	171	55	0.0	0
 14	 8	 21	0	0	31.4	2.7	186	65	0.0	1
 14	 8	 22	0	0	30.1	1.8	94	69	0.0	1
 14	 8	 23	0	0	28.8	1.4	213	72	0.0	1
 14	 8	 24	0	0	27.5	1.0	262	73	0.0	1
 15	 8	 1	0	0	26.3	0.5	209	75	0.0	2
 15	 8	 2	0	0	25.0	1.0	213	79	0.0	2
 15	 8	 3	0	0	23.7	2.0	179	84	0.0	2
 15	 8	 4	0	0	23.0	2.3	180	88	0.0	2
 15	 8	 5	0	0	22.3	2.0	102	92	0.0	3
 15	 8	 6	0	0	21.8	2.5	243	91	0.0	3
 15	 8	 7	29	29	22.4	2.9	93	86	0.0	3
 15	 8	 8	116	237	24.8	2.0	85	78	0.0	3
